id,npc_group_id,chara_id,mob_id,race_dress_id,cutin_flag,use_replacing,replace_npc_id,replace_midboss_id,replace_boss_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id_1,skill_set_id_2,skill_set_id_3
17,680001,1,8320,12,0,1,0,0,0,1004,954,675,729,1137,1,1,6,6,6,5,4,3,6,1,79400005,79400006,0
18,680011,1068,0,106802,1,0,34,19,33,1600,1104,1161,1074,1091,3,5,7,7,7,6,5,1,7,1,70110101,70110102,0
19,680011,1089,0,108901,2,0,34,0,0,1451,1083,1059,904,1092,1,1,7,7,1,7,6,2,7,1,70110103,70110104,0
20,680011,1102,0,110201,3,0,34,0,0,1446,802,1138,763,1077,1,2,7,7,1,6,6,7,7,1,70110105,70110106,0
21,680011,1088,0,108801,4,0,34,0,0,1449,858,1136,882,1026,1,6,7,7,1,6,7,4,7,1,70110107,70110108,0
22,680011,1,8319,12,0,0,0,0,0,919,1246,663,1067,1057,1,1,5,6,6,5,4,3,6,1,79400101,79400102,0
23,680011,1,8325,12,0,0,0,0,0,1034,757,825,1102,1240,1,1,5,6,6,5,4,3,6,1,79400103,79400104,0
24,680011,1,8337,11,0,0,0,0,0,1131,1111,928,968,859,1,1,5,6,5,6,5,4,6,1,79401101,79401102,0
25,680011,1,8340,8,0,0,0,0,0,1094,709,1071,1123,1000,1,1,5,6,5,6,5,4,6,1,79401103,79401104,0
26,680011,1,8352,8,0,0,0,0,0,897,1184,1228,814,845,1,1,5,6,4,5,6,5,6,1,79402101,79402102,0
27,680011,1,8355,8,0,0,0,0,0,1163,1003,987,747,1098,1,1,5,6,4,5,6,5,6,1,79402103,79402104,0
28,680011,1,8376,11,0,0,0,0,0,951,1067,937,1053,990,1,1,5,6,3,4,5,6,6,1,79403101,79403102,0
29,680011,1,8382,12,0,0,0,0,0,976,618,1202,1227,944,1,1,5,6,3,4,5,6,6,1,79403103,79403104,0
30,680011,1,8334,12,0,0,0,0,0,1032,790,1079,1072,1025,1,1,5,6,5,6,5,4,6,1,79401105,79401106,0
31,680011,1,8346,11,0,0,0,0,0,1217,981,1203,685,891,1,1,5,6,5,6,5,4,6,1,79401107,79401108,0
32,680011,1,8349,11,0,0,0,0,0,1016,1282,1178,725,714,1,1,5,6,4,5,6,5,6,1,79402105,79402106,0
33,680011,1089,0,108901,1,1,0,0,0,1543,1174,1124,979,1176,1,1,7,7,1,7,6,2,7,1,70110109,70110110,0
34,680011,1,8320,12,0,1,0,0,0,1115,1060,750,810,1231,1,1,6,6,6,5,4,3,6,1,79400105,79400106,0
35,680021,1068,0,106802,1,0,51,36,50,1605,1183,1207,1157,1181,3,5,7,8,7,6,5,1,7,1,70110201,70110202,0
36,680021,1089,0,108901,2,0,51,0,0,1543,1174,1124,979,1176,1,1,7,7,1,7,6,2,7,1,70110203,70110204,0
37,680021,1102,0,110201,3,0,51,0,0,1542,902,1244,909,1140,1,2,7,7,1,6,6,7,7,1,70110205,70110206,0
38,680021,1088,0,108801,4,0,51,0,0,1521,980,1250,1006,1088,1,6,7,7,1,6,7,4,7,1,70110207,70110208,0
39,680021,1,8319,12,0,0,0,0,0,1011,1310,730,1174,1162,1,1,5,6,6,5,4,3,6,1,79400201,79400202,0
40,680021,1,8325,12,0,0,0,0,0,1137,833,907,1206,1304,1,1,5,6,6,5,4,3,6,1,79400203,79400204,0
41,680021,1,8337,11,0,0,0,0,0,1222,1211,1021,1065,945,1,1,5,6,5,6,5,4,6,1,79401201,79401202,0
42,680021,1,8340,8,0,0,0,0,0,1202,780,1178,1217,1101,1,1,5,6,5,6,5,4,6,1,79401203,79401204,0
43,680021,1,8352,8,0,0,0,0,0,987,1251,1291,895,930,1,1,5,6,4,5,6,5,6,1,79402201,79402202,0
44,680021,1,8355,8,0,0,0,0,0,1239,1103,1086,821,1204,1,1,5,6,4,5,6,5,6,1,79402203,79402204,0
45,680021,1,8376,11,0,0,0,0,0,1046,1174,1030,1158,1089,1,1,5,6,3,4,5,6,6,1,79403201,79403202,0
46,680021,1,8382,12,0,0,0,0,0,1074,680,1263,1289,1038,1,1,5,6,3,4,5,6,6,1,79403203,79403204,0
47,680021,1,8334,12,0,0,0,0,0,1135,869,1186,1179,1128,1,1,5,6,5,6,5,4,6,1,79401205,79401206,0
48,680021,1,8346,11,0,0,0,0,0,1278,1079,1264,754,980,1,1,5,6,5,6,5,4,6,1,79401207,79401208,0
49,680021,1,8349,11,0,0,0,0,0,1117,1350,1248,798,785,1,1,5,6,4,5,6,5,6,1,79402205,79402206,0
50,680021,1089,0,108901,1,1,0,0,0,1599,1259,1169,1090,1205,1,1,7,8,1,7,6,2,7,1,70110209,70110210,0
51,680021,1,8320,12,0,1,0,0,0,1213,1166,825,891,1295,1,1,6,6,6,5,4,3,6,1,79400205,79400206,0
52,680101,1068,0,106801,1,0,69,53,68,1431,1041,1079,1094,1063,3,5,7,7,7,6,5,1,7,1,70120001,70120002,0
53,680101,1089,0,108901,2,0,69,0,0,1336,1026,994,929,1003,1,1,7,7,1,7,6,2,7,1,70120003,70120004,0
54,680101,1067,0,106701,3,0,69,0,0,1327,924,952,925,1083,1,5,7,7,1,6,7,4,7,1,70120005,70120006,0
55,680101,1,8319,12,0,0,0,0,0,827,1162,597,960,951,1,1,5,6,6,5,4,3,6,1,79400001,79400002,0
56,680101,1,8322,8,0,0,0,0,0,757,1004,831,806,1099,1,1,5,6,6,5,4,3,6,1,79400005,79400006,0
57,680101,1,8328,8,0,0,0,0,0,713,893,1039,686,1166,1,1,5,6,5,6,5,4,6,1,79401005,79401006,0
58,680101,1,8331,12,0,0,0,0,0,816,1036,639,1278,650,1,1,5,6,5,6,5,4,6,1,79401007,79401008,0
59,680101,1,8337,11,0,0,0,0,0,1018,1000,835,871,773,1,1,5,6,5,6,5,4,6,1,79401001,79401002,0
60,680101,1,8340,8,0,0,0,0,0,985,638,964,1010,900,1,1,5,6,5,6,5,4,6,1,79401003,79401004,0
61,680101,1,8352,8,0,0,0,0,0,807,1066,1132,732,760,1,1,5,6,4,5,6,5,6,1,79402001,79402002,0
62,680101,1,8355,8,0,0,0,0,0,1047,902,889,672,988,1,1,5,6,4,5,6,5,6,1,79402003,79402004,0
63,680101,1,8358,11,0,0,0,0,0,967,553,1127,1122,728,1,1,5,6,4,5,6,5,6,1,79402005,79402006,0
64,680101,1,8361,8,0,0,0,0,0,688,873,767,1152,1018,1,1,5,6,4,5,6,5,6,1,79402007,79402008,0
65,680101,1,8376,11,0,0,0,0,0,856,960,843,947,891,1,1,5,6,3,4,5,6,6,1,79403001,79403002,0
66,680101,1,8379,11,0,0,0,0,0,787,1106,992,1102,511,1,1,5,6,3,4,5,6,6,1,79403005,79403006,0
67,680101,1,8374,11,0,0,0,0,0,1087,929,1006,466,1010,1,1,6,6,3,4,5,6,6,1,79403003,79403004,0
68,680101,1089,0,108901,1,1,0,0,0,1387,1143,1032,966,1093,1,1,7,7,1,7,6,2,7,1,70120007,70120008,0
69,680101,1,8323,8,0,1,0,0,0,782,588,1073,1196,859,1,1,6,6,6,5,4,3,6,1,79400003,79400004,0
70,680111,1068,0,106801,1,0,87,71,86,1478,1210,1162,1129,1130,3,5,7,7,7,6,5,1,7,1,70120101,70120102,0
71,680111,1089,0,108901,2,0,87,0,0,1387,1143,1032,966,1093,1,1,7,7,1,7,6,2,7,1,70120103,70120104,0
72,680111,1067,0,106701,3,0,87,0,0,1382,1145,1061,959,1125,1,5,7,7,1,6,7,4,7,1,70120105,70120106,0
73,680111,1,8319,12,0,0,0,0,0,919,1246,663,1067,1057,1,1,5,6,6,5,4,3,6,1,79400101,79400102,0
74,680111,1,8322,8,0,0,0,0,0,841,1116,924,896,1210,1,1,5,6,6,5,4,3,6,1,79400105,79400106,0
75,680111,1,8328,8,0,0,0,0,0,792,993,1154,763,1248,1,1,5,6,5,6,5,4,6,1,79401105,79401106,0
76,680111,1,8331,12,0,0,0,0,0,906,1151,710,1353,723,1,1,5,6,5,6,5,4,6,1,79401107,79401108,0
77,680111,1,8337,11,0,0,0,0,0,1131,1111,928,968,859,1,1,5,6,5,6,5,4,6,1,79401101,79401102,0
78,680111,1,8340,8,0,0,0,0,0,1094,709,1071,1123,1000,1,1,5,6,5,6,5,4,6,1,79401103,79401104,0
79,680111,1,8352,8,0,0,0,0,0,897,1184,1228,814,845,1,1,5,6,4,5,6,5,6,1,79402101,79402102,0
80,680111,1,8355,8,0,0,0,0,0,1163,1003,987,747,1098,1,1,5,6,4,5,6,5,6,1,79402103,79402104,0
81,680111,1,8358,11,0,0,0,0,0,1074,615,1226,1223,809,1,1,5,6,4,5,6,5,6,1,79402105,79402106,0
82,680111,1,8361,8,0,0,0,0,0,764,971,852,1240,1131,1,1,5,6,4,5,6,5,6,1,79402107,79402108,0
83,680111,1,8376,11,0,0,0,0,0,951,1067,937,1053,990,1,1,5,6,3,4,5,6,6,1,79403101,79403102,0
84,680111,1,8379,11,0,0,0,0,0,874,1214,1103,1212,568,1,1,5,6,3,4,5,6,6,1,79403105,79403106,0
85,680111,1,8374,11,0,0,0,0,0,1204,1032,1117,518,1122,1,1,6,6,3,4,5,6,6,1,79403103,79403104,0
86,680111,1089,0,108901,1,1,0,0,0,1438,1230,1070,1003,1183,1,1,7,7,1,7,6,2,7,1,70120107,70120108,0
87,680111,1,8323,8,0,1,0,0,0,869,653,1193,1264,954,1,1,6,6,6,5,4,3,6,1,79400103,79400104,0
88,680121,1068,0,106801,1,0,105,89,104,1540,1274,1199,1158,1218,3,5,7,8,7,6,5,1,7,1,70120201,70120202,0
89,680121,1089,0,108901,2,0,105,0,0,1438,1230,1070,1003,1183,1,1,7,7,1,7,6,2,7,1,70120203,70120204,0
90,680121,1067,0,106701,3,0,105,0,0,1437,1283,1120,993,1167,1,5,7,7,1,6,7,4,7,1,70120205,70120206,0
91,680121,1,8319,12,0,0,0,0,0,1011,1310,730,1174,1162,1,1,5,6,6,5,4,3,6,1,79400201,79400202,0
92,680121,1,8322,8,0,0,0,0,0,925,1213,1016,986,1271,1,1,5,6,6,5,4,3,6,1,79400205,79400206,0
93,680121,1,8328,8,0,0,0,0,0,871,1092,1235,839,1313,1,1,5,6,5,6,5,4,6,1,79401205,79401206,0
94,680121,1,8331,12,0,0,0,0,0,997,1233,781,1429,795,1,1,5,6,5,6,5,4,6,1,79401207,79401208,0
95,680121,1,8337,11,0,0,0,0,0,1222,1211,1021,1065,945,1,1,5,6,5,6,5,4,6,1,79401201,79401202,0
96,680121,1,8340,8,0,0,0,0,0,1202,780,1178,1217,1101,1,1,5,6,5,6,5,4,6,1,79401203,79401204,0
97,680121,1,8352,8,0,0,0,0,0,987,1251,1291,895,930,1,1,5,6,4,5,6,5,6,1,79402201,79402202,0
98,680121,1,8355,8,0,0,0,0,0,1239,1103,1086,821,1204,1,1,5,6,4,5,6,5,6,1,79402203,79402204,0
99,680121,1,8358,11,0,0,0,0,0,1181,677,1288,1286,890,1,1,5,6,4,5,6,5,6,1,79402205,79402206,0
100,680121,1,8361,8,0,0,0,0,0,840,1068,937,1304,1222,1,1,5,6,4,5,6,5,6,1,79402207,79402208,0
101,680121,1,8376,11,0,0,0,0,0,1046,1174,1030,1158,1089,1,1,5,6,3,4,5,6,6,1,79403201,79403202,0
102,680121,1,8379,11,0,0,0,0,0,962,1276,1206,1273,625,1,1,5,6,3,4,5,6,6,1,79403205,79403206,0
103,680121,1,8374,11,0,0,0,0,0,1264,1135,1214,570,1217,1,1,6,6,3,4,5,6,6,1,79403203,79403204,0
104,680121,1089,0,108901,1,1,0,0,0,1512,1323,1121,1125,1199,1,1,7,8,1,7,6,2,7,1,70120207,70120208,0
105,680121,1,8323,8,0,1,0,0,0,956,718,1256,1331,1050,1,1,6,6,6,5,4,3,6,1,79400203,79400204,0
106,680201,1108,0,110801,1,0,121,107,120,1384,957,1144,939,1052,1,7,7,5,1,5,6,7,7,1,70130001,70130002,0
107,680201,1068,0,106801,2,0,121,0,0,1392,782,984,1050,1095,3,5,7,7,7,6,5,1,7,1,70130003,70130004,0
108,680201,1088,0,108801,3,0,121,0,0,1303,714,1044,958,963,1,6,7,3,1,6,7,4,7,1,70130005,70130006,0
109,680201,1,8136,12,0,0,0,0,0,944,627,651,1092,1183,2,5,6,5,6,5,4,3,6,1,79300001,79300002,0
110,680201,1,8127,8,0,0,0,0,0,743,1245,893,945,625,2,5,6,5,6,5,4,3,6,1,79300003,79300004,0
111,680201,1,8190,8,0,0,0,0,0,978,939,982,943,655,2,5,6,5,5,6,5,4,6,1,79301001,79301002,0
112,680201,1,8205,12,0,0,0,0,0,937,896,1164,1030,471,2,5,6,5,5,6,5,4,6,1,79301003,79301004,0
113,680201,1,8475,12,0,0,0,0,0,753,952,860,1146,786,2,5,6,5,5,6,5,4,6,1,79301005,79301006,0
114,680201,1,8160,11,0,0,0,0,0,890,904,1118,590,995,2,5,6,5,5,6,5,4,6,1,79301007,79301008,0
115,680201,1,8217,8,0,0,0,0,0,1043,918,1048,524,965,2,5,6,5,4,5,6,5,6,1,79302001,79302002,0
116,680201,1,8232,11,0,0,0,0,0,1004,870,749,1028,846,2,5,6,5,4,5,6,5,6,1,79302003,79302004,0
117,680201,1,8247,11,0,0,0,0,0,1004,866,1045,1050,532,2,5,6,5,4,5,6,5,6,1,79302005,79302006,0
118,680201,1,8493,12,0,0,0,0,0,1039,904,1006,957,591,2,5,6,5,4,5,6,5,6,1,79302007,79302008,0
119,680201,1,8295,11,0,0,0,0,0,940,1017,1249,496,746,2,5,6,5,3,4,5,6,6,1,79303001,79303002,0
120,680201,1068,0,106801,1,1,0,0,0,1457,845,1127,1249,1128,3,5,7,7,7,6,5,1,7,1,70130007,70130008,0
121,680201,1,8298,8,0,1,0,0,0,1084,1043,1070,717,583,2,5,6,5,3,4,5,6,6,1,79303003,79303004,0
122,680211,1108,0,110801,1,0,137,123,136,1488,997,1283,1025,1128,1,7,7,5,1,5,6,7,7,1,70130101,70130102,0
123,680211,1068,0,106801,2,0,137,0,0,1457,845,1127,1249,1128,3,5,7,7,7,6,5,1,7,1,70130103,70130104,0
124,680211,1088,0,108801,3,0,137,0,0,1395,760,1165,1079,1039,1,6,7,3,1,6,7,4,7,1,70130105,70130106,0
125,680211,1,8136,12,0,0,0,0,0,1048,697,724,1207,1257,2,5,6,5,6,5,4,3,6,1,79300101,79300102,0
126,680211,1,8127,8,0,0,0,0,0,826,1317,993,1050,694,2,5,6,5,6,5,4,3,6,1,79300103,79300104,0
127,680211,1,8190,8,0,0,0,0,0,1087,1044,1091,1048,727,2,5,6,5,5,6,5,4,6,1,79301101,79301102,0
128,680211,1,8205,12,0,0,0,0,0,1042,995,1246,1144,523,2,5,6,5,5,6,5,4,6,1,79301103,79301104,0
129,680211,1,8475,12,0,0,0,0,0,837,1058,955,1237,873,2,5,6,5,5,6,5,4,6,1,79301105,79301106,0
130,680211,1,8160,11,0,0,0,0,0,989,1005,1221,656,1106,2,5,6,5,5,6,5,4,6,1,79301107,79301108,0
131,680211,1,8217,8,0,0,0,0,0,1159,1020,1164,582,1073,2,5,6,5,4,5,6,5,6,1,79302101,79302102,0
132,680211,1,8232,11,0,0,0,0,0,1116,967,832,1143,940,2,5,6,5,4,5,6,5,6,1,79302103,79302104,0
133,680211,1,8247,11,0,0,0,0,0,1116,963,1162,1167,591,2,5,6,5,4,5,6,5,6,1,79302105,79302106,0
134,680211,1,8493,12,0,0,0,0,0,1155,1004,1118,1063,657,2,5,6,5,4,5,6,5,6,1,79302107,79302108,0
135,680211,1,8295,11,0,0,0,0,0,1045,1130,1321,551,829,2,5,6,5,3,4,5,6,6,1,79303101,79303102,0
136,680211,1068,0,106801,1,1,0,0,0,1522,908,1235,1373,1161,3,5,7,7,7,6,5,1,7,1,70130107,70130108,0
137,680211,1,8298,8,0,1,0,0,0,1202,1159,1189,796,648,2,5,6,5,3,4,5,6,6,1,79303103,79303104,0
138,680221,1108,0,110801,1,0,153,139,152,1538,1021,1343,1178,1173,1,7,8,5,1,5,6,7,7,1,70130201,70130202,0
139,680221,1068,0,106801,2,0,153,0,0,1522,908,1235,1373,1161,3,5,7,7,7,6,5,1,7,1,70130203,70130204,0
140,680221,1088,0,108801,3,0,153,0,0,1487,806,1243,1200,1115,1,6,7,3,1,6,7,4,7,1,70130205,70130206,0
141,680221,1,8136,12,0,0,0,0,0,1153,767,796,1267,1323,2,5,6,5,6,5,4,3,6,1,79300201,79300202,0
142,680221,1,8127,8,0,0,0,0,0,909,1389,1092,1155,764,2,5,6,5,6,5,4,3,6,1,79300203,79300204,0
143,680221,1,8190,8,0,0,0,0,0,1196,1148,1200,1153,800,2,5,6,5,5,6,5,4,6,1,79301201,79301202,0
144,680221,1,8205,12,0,0,0,0,0,1146,1095,1311,1229,575,2,5,6,5,5,6,5,4,6,1,79301203,79301204,0
145,680221,1,8475,12,0,0,0,0,0,921,1164,1051,1300,960,2,5,6,5,5,6,5,4,6,1,79301205,79301206,0
146,680221,1,8160,11,0,0,0,0,0,1088,1105,1283,722,1208,2,5,6,5,5,6,5,4,6,1,79301207,79301208,0
147,680221,1,8217,8,0,0,0,0,0,1237,1122,1240,640,1180,2,5,6,5,4,5,6,5,6,1,79302201,79302202,0
148,680221,1,8232,11,0,0,0,0,0,1213,1064,915,1228,1034,2,5,6,5,4,5,6,5,6,1,79302203,79302204,0
149,680221,1,8247,11,0,0,0,0,0,1213,1059,1239,1241,650,2,5,6,5,4,5,6,5,6,1,79302205,79302206,0
150,680221,1,8493,12,0,0,0,0,0,1235,1105,1215,1170,723,2,5,6,5,4,5,6,5,6,1,79302207,79302208,0
151,680221,1,8295,11,0,0,0,0,0,1150,1221,1393,606,912,2,5,6,5,3,4,5,6,6,1,79303201,79303202,0
152,680221,1068,0,106801,1,1,0,0,0,1587,928,1259,1398,1243,3,5,8,7,7,6,5,1,7,1,70130207,70130208,0
153,680221,1,8298,8,0,1,0,0,0,1262,1237,1254,876,713,2,5,6,5,3,4,5,6,6,1,79303203,79303204,0
154,680301,1041,0,104101,1,0,168,155,167,1602,737,994,1100,1013,7,6,1,1,6,7,2,1,7,1,70210001,70210002,0
155,680301,1054,0,105401,2,0,168,0,0,1417,654,824,896,874,7,6,1,1,1,3,7,6,7,3,70210003,70210004,0
156,680301,1,8001,8,0,0,0,0,0,946,854,980,645,1072,7,5,1,1,7,5,4,3,7,1,78100001,78100002,0
157,680301,1,8004,8,0,0,0,0,0,1257,1170,740,569,704,7,5,1,1,7,5,4,3,7,1,78100003,78100004,0
158,680301,1,8007,11,0,0,0,0,0,809,947,1093,564,1085,7,5,1,1,5,7,5,4,7,1,78101001,78101002,0
159,680301,1,8010,11,0,0,0,0,0,1209,606,996,611,1065,7,5,1,1,5,7,5,4,7,1,78101003,78101004,0
160,680301,1,8013,8,0,0,0,0,0,1009,677,886,894,1031,7,5,1,1,5,7,5,4,7,1,78101005,78101006,0
161,680301,1,8388,12,0,0,0,0,0,969,865,1224,686,730,7,5,1,1,5,7,5,4,7,1,78101007,78101008,0
162,680301,1,8022,11,0,0,0,0,0,1091,685,853,518,1275,7,5,2,1,4,5,7,5,7,1,78102001,78102002,0
163,680301,1,8025,11,0,0,0,0,0,1062,656,952,646,1182,7,5,2,1,4,5,7,5,7,1,78102003,78102004,0
164,680301,1,8028,8,0,0,0,0,0,959,699,1086,545,1204,7,5,2,1,4,5,7,5,7,1,78102005,78102006,0
165,680301,1,8040,12,0,0,0,0,0,766,901,1071,1036,723,7,5,2,1,3,4,5,7,7,1,78103001,78103002,0
166,680301,1,8411,8,0,0,0,0,0,1063,994,950,526,964,7,5,2,1,3,4,5,7,7,1,78103003,78103004,0
167,680301,1054,0,105401,1,1,0,0,0,1534,699,1142,1074,980,7,6,1,1,1,3,7,6,7,3,70210005,70210006,0
168,680301,1,8422,12,0,1,0,0,0,1158,1163,687,597,893,7,6,6,1,5,7,5,4,7,1,78101009,78101010,0
169,680311,1041,0,104101,1,0,183,170,182,1685,792,1213,1359,1153,7,6,1,1,6,7,2,1,7,1,70210101,70210102,0
170,680311,1054,0,105401,2,0,183,0,0,1534,699,1142,1074,980,7,6,1,1,1,3,7,6,7,3,70210103,70210104,0
171,680311,1,8001,8,0,0,0,0,0,1051,949,1089,717,1192,7,5,1,1,7,5,4,3,7,1,78100101,78100102,0
172,680311,1,8004,8,0,0,0,0,0,1330,1250,822,632,782,7,5,1,1,7,5,4,3,7,1,78100103,78100104,0
173,680311,1,8007,11,0,0,0,0,0,899,1052,1207,626,1202,7,5,1,1,5,7,5,4,7,1,78101101,78101102,0
174,680311,1,8010,11,0,0,0,0,0,1277,674,1107,679,1184,7,5,1,1,5,7,5,4,7,1,78101103,78101104,0
175,680311,1,8013,8,0,0,0,0,0,1122,752,984,994,1145,7,5,1,1,5,7,5,4,7,1,78101105,78101106,0
176,680311,1,8388,12,0,0,0,0,0,1077,961,1293,762,812,7,5,1,1,5,7,5,4,7,1,78101107,78101108,0
177,680311,1,8022,11,0,0,0,0,0,1206,761,948,575,1350,7,5,2,1,4,5,7,5,7,1,78102101,78102102,0
178,680311,1,8025,11,0,0,0,0,0,1180,729,1057,718,1257,7,5,2,1,4,5,7,5,7,1,78102103,78102104,0
179,680311,1,8028,8,0,0,0,0,0,1065,777,1203,606,1271,7,5,2,1,4,5,7,5,7,1,78102105,78102106,0
180,680311,1,8040,12,0,0,0,0,0,851,1001,1190,1151,803,7,5,2,1,3,4,5,7,7,1,78103101,78103102,0
181,680311,1,8411,8,0,0,0,0,0,1181,1105,1055,585,1072,7,5,2,1,3,4,5,7,7,1,78103103,78103104,0
182,680311,1054,0,105401,1,1,0,0,0,1651,744,1330,1226,1086,7,6,1,1,1,3,7,6,7,3,70210105,70210106,0
183,680311,1,8422,12,0,1,0,0,0,1243,1246,763,663,992,7,6,6,1,5,7,5,4,7,1,78101109,78101110,0
184,680321,1041,0,104101,1,0,198,185,197,1729,840,1280,1463,1286,8,6,1,1,6,7,2,1,7,1,70210201,70210202,0
185,680321,1054,0,105401,2,0,198,0,0,1651,744,1330,1226,1086,7,6,1,1,1,3,7,6,7,3,70210203,70210204,0
186,680321,1,8001,8,0,0,0,0,0,1156,1044,1198,789,1255,7,5,1,1,7,5,4,3,7,1,78100201,78100202,0
187,680321,1,8004,8,0,0,0,0,0,1403,1315,905,696,860,7,5,1,1,7,5,4,3,7,1,78100203,78100204,0
188,680321,1,8007,11,0,0,0,0,0,989,1157,1268,689,1263,7,5,1,1,5,7,5,4,7,1,78101201,78101202,0
189,680321,1,8010,11,0,0,0,0,0,1344,741,1209,747,1251,7,5,1,1,5,7,5,4,7,1,78101203,78101204,0
190,680321,1,8013,8,0,0,0,0,0,1217,828,1083,1093,1230,7,5,1,1,5,7,5,4,7,1,78101205,78101206,0
191,680321,1,8388,12,0,0,0,0,0,1185,1057,1362,838,893,7,5,1,1,5,7,5,4,7,1,78101207,78101208,0
192,680321,1,8022,11,0,0,0,0,0,1267,838,1042,633,1425,7,5,2,1,4,5,7,5,7,1,78102201,78102202,0
193,680321,1,8025,11,0,0,0,0,0,1249,802,1163,790,1322,7,5,2,1,4,5,7,5,7,1,78102203,78102204,0
194,680321,1,8028,8,0,0,0,0,0,1172,855,1264,667,1338,7,5,2,1,4,5,7,5,7,1,78102205,78102206,0
195,680321,1,8040,12,0,0,0,0,0,937,1102,1254,1233,883,7,5,2,1,3,4,5,7,7,1,78103201,78103202,0
196,680321,1,8411,8,0,0,0,0,0,1249,1207,1161,643,1179,7,5,2,1,3,4,5,7,7,1,78103203,78103204,0
197,680321,1054,0,105401,1,1,0,0,0,1720,842,1407,1327,1258,8,6,1,1,1,3,7,6,7,3,70210205,70210206,0
198,680321,1,8422,12,0,1,0,0,0,1307,1310,840,730,1092,7,6,6,1,5,7,5,4,7,1,78101209,78101210,0
199,680401,1082,0,108201,1,0,213,200,212,1597,745,959,1113,1099,5,7,6,1,4,7,4,5,7,1,70220001,70220002,0
200,680401,1041,0,104101,2,0,213,0,0,1494,720,758,710,749,7,7,1,1,7,6,2,1,7,1,70220003,70220004,0
201,680401,1054,0,105401,3,0,213,0,0,1455,681,708,880,399,7,7,1,1,1,3,7,6,7,3,70220005,70220006,0
202,680401,1,8049,12,0,0,0,0,0,1107,803,1144,939,504,5,7,5,1,7,5,4,3,7,1,78200001,78200002,0
203,680401,1,8052,8,0,0,0,0,0,1038,597,923,1263,613,5,7,5,1,7,5,4,3,7,1,78200003,78200004,0
204,680401,1,8421,11,0,0,0,0,0,734,797,617,1157,1191,5,7,5,1,5,7,5,4,7,1,78201001,78201002,0
205,680401,1,8424,11,0,0,0,0,0,1100,1082,827,948,541,5,7,5,1,5,7,5,4,7,1,78201003,78201004,0
206,680401,1,8064,11,0,0,0,0,0,680,1127,675,839,1177,5,7,5,2,5,7,5,4,7,1,78201005,78201006,0
207,680401,1,8435,8,0,0,0,0,0,1174,1174,872,589,687,5,7,5,2,4,5,7,5,7,1,78202001,78202002,0
208,680401,1,8439,11,0,0,0,0,0,1053,1062,830,1071,481,5,7,5,2,4,5,7,5,7,1,78202003,78202004,0
