id,card_type,card_id,additional_piece_num,start_date,end_date
168,2,30120,0,1666926000,2524661999
169,1,104901,60,1667962800,2524661999
170,1,110001,60,1668654000,2524661999
171,2,30122,0,1668654000,2524661999
172,1,100802,60,1669604400,2524661999
173,1,100902,60,1669604400,2524661999
174,2,30123,0,1669604400,2524661999
175,2,30124,0,1669604400,2524661999
176,1,104701,60,1670814000,2524661999
177,1,101602,60,1671505200,2524661999
178,2,30126,0,1671505200,2524661999
179,1,106802,60,1672282800,2524661999
180,1,106702,60,1672282800,2524661999
181,2,30127,0,1672282800,2524661999
182,2,30128,0,1672282800,2524661999
183,1,109901,60,1673319600,2524661999
184,1,106501,60,1674183600,2524661999
185,2,30130,0,1674183600,2524661999
186,1,103102,60,1675047600,2524661999
187,1,102702,60,1675047600,2524661999
188,2,30131,0,1675047600,2524661999
189,2,30132,0,1675047600,2524661999
190,1,104301,60,1676257200,2524661999
191,1,105701,60,1677207600,2524661999
192,2,30134,0,1677207600,2524661999
193,1,108501,60,1678417200,2524661999
194,1,108301,60,1679281200,2524661999
195,2,30137,0,1679281200,2524661999
196,1,107102,60,1680058800,2524661999
197,1,106902,60,1680058800,2524661999
198,2,30138,0,1680058800,2524661999
199,2,30139,0,1680058800,2524661999
200,1,107601,60,1681095600,2524661999
201,1,110501,60,1681873200,2524661999
202,2,30037,0,1681873200,2524661999
203,1,106202,60,1682650800,2524661999
204,1,104102,60,1682650800,2524661999
205,2,30141,0,1682650800,2524661999
206,2,30142,0,1682650800,2524661999
207,1,110601,60,1683687600,2524661999
208,1,108401,60,1684465200,2524661999
209,2,30147,0,1684465200,2524661999
210,1,105102,60,1685329200,2524661999
211,1,101202,60,1685329200,2524661999
212,2,30148,0,1685329200,2524661999
213,2,30149,0,1685329200,2524661999
214,2,30152,0,1686279600,2524661999
215,1,105501,60,1687143600,2524661999
216,2,30151,0,1687143600,2524661999
217,1,105302,60,1688007600,2524661999
218,1,104802,60,1688007600,2524661999
219,2,30153,0,1688007600,2524661999
220,2,30154,0,1688007600,2524661999
221,1,110401,60,1688958000,2524661999
222,1,107001,60,1689908400,2524661999
223,2,30156,0,1689908400,2524661999
224,1,103202,60,1690772400,2524661999
225,1,100202,60,1690772400,2524661999
226,2,30157,0,1690772400,2524661999
227,2,30158,0,1690772400,2524661999
228,1,107701,60,1692846000,2524661999
229,2,30160,0,1692846000,2524661999
230,2,30161,0,1692846000,2524661999
231,1,100703,60,1693450800,2524661999
232,2,30163,0,1693450800,2524661999
233,1,106703,60,1694401200,2524661999
234,1,109301,60,1695178800,2524661999
235,2,30164,0,1695178800,2524661999
236,1,103602,60,1695956400,2524661999
237,1,108302,60,1695956400,2524661999
238,2,30165,0,1695956400,2524661999
239,2,30166,0,1695956400,2524661999
240,1,108601,60,1697684400,2524661999
241,2,30168,0,1697684400,2524661999
242,1,103902,60,1698634800,2524661999
243,1,100303,60,1698634800,2524661999
244,2,30169,0,1698634800,2524661999
245,2,30170,0,1698634800,2524661999
246,2,30172,0,1699498800,2524661999
247,1,110701,60,1700449200,2524661999
248,2,30173,0,1700449200,2524661999
249,1,106402,60,1701313200,2524661999
250,1,107402,60,1701313200,2524661999
251,2,30174,0,1701313200,2524661999
252,2,30175,0,1701313200,2524661999
253,1,108801,60,1702263600,2524661999
254,1,108901,60,1703041200,2524661999
255,2,30177,0,1703041200,2524661999
256,1,106803,60,1703732400,2524661999
257,2,30178,0,1703732400,2524661999
258,2,30179,0,1703732400,2524661999
259,1,106003,60,1704769200,2524661999
260,1,109101,60,1705633200,2524661999
261,2,30182,0,1705633200,2524661999
262,1,102902,60,1706670000,2524661999
263,1,102502,60,1706670000,2524661999
264,2,30183,0,1706670000,2524661999
265,2,30184,0,1706670000,2524661999
266,1,110801,60,1708743600,2524661999
267,2,30187,0,1708743600,2524661999
268,2,30188,0,1708743600,2524661999
269,1,108001,60,1710212400,2524661999
270,1,110901,60,1710990000,2524661999
271,2,30193,0,1710990000,2524661999
272,1,108502,60,1711681200,2524661999
273,1,106502,60,1711681200,2524661999
274,2,30195,0,1711681200,2524661999
275,2,30196,0,1711681200,2524661999
276,1,103503,60,1712631600,2524661999
277,2,30198,0,1712631600,2524661999
278,1,110201,60,1713495600,2524661999
279,1,104503,60,1714446000,2524661999
280,1,107202,60,1714446000,2524661999
281,2,30199,0,1714446000,2524661999
282,2,30201,0,1714446000,2524661999
283,1,103203,60,1715310000,2524661999
284,2,30202,0,1715310000,2524661999
285,1,108201,60,1716174000,2524661999
286,1,106103,60,1717038000,2524661999
287,1,104402,60,1717038000,2524661999
288,2,30206,0,1717038000,2524661999
289,2,30204,0,1717038000,2524661999
290,1,109401,60,1718247600,2524661999
291,1,111901,60,1719370800,2524661999
292,2,30207,0,1719370800,2524661999
293,2,30208,0,1719370800,2524661999
294,1,103003,60,1720494000,2524661999
295,2,30209,0,1720494000,2524661999
296,1,112001,60,1721358000,2524661999
297,1,103703,60,1722222000,2524661999
298,1,109902,60,1722222000,2524661999
299,2,30210,0,1722222000,2524661999
300,2,30211,0,1722222000,2524661999
301,2,30214,0,1723604400,2524661999
302,1,111601,60,1724468400,2524661999
303,2,30215,0,1724468400,2524661999
304,1,110502,60,1724986800,2524661999
305,1,104702,60,1724986800,2524661999
306,2,30218,0,1724986800,2524661999
307,2,30219,0,1724986800,2524661999
308,1,111001,60,1725937200,2524661999
309,2,30222,0,1725937200,2524661999
310,1,112101,60,1726801200,2524661999
311,1,104202,60,1727665200,2524661999
312,1,102403,60,1727665200,2524661999
313,2,30223,0,1727665200,2524661999
314,2,30224,0,1727665200,2524661999
315,1,112401,60,1728615600,2524661999
316,1,102303,60,1730170800,2524661999
317,2,30226,0,1730170800,2524661999
318,2,30227,0,1730170800,2524661999
319,1,105003,60,1731034800,2524661999
320,2,30228,0,1731034800,2524661999
321,1,111101,60,1731898800,2524661999
322,1,107702,60,1732762800,2524661999
323,1,103302,60,1732762800,2524661999
324,2,30229,0,1732762800,2524661999
325,2,30230,0,1732762800,2524661999
326,1,111701,60,1733799600,2524661999
327,2,30232,0,1733799600,2524661999
328,1,101103,60,1734577200,2524661999
329,1,110402,60,1735268400,2524661999
330,1,105702,60,1735268400,2524661999
331,2,30233,0,1735268400,2524661999
332,2,30234,0,1735268400,2524661999
333,1,100403,60,1736478000,2524661999
334,2,30236,0,1736478000,2524661999
335,1,107901,60,1737342000,2524661999
336,1,108702,60,1738292400,2524661999
337,1,107802,60,1738292400,2524661999
338,2,30237,0,1738292400,2524661999
339,2,30238,0,1738292400,2524661999
340,1,111501,60,1740366000,2524661999
341,2,30241,0,1740366000,2524661999
342,2,30242,0,1740366000,2524661999
343,1,113101,60,1741662000,2524661999
344,2,30244,0,1741662000,2524661999
345,1,109601,60,1742526000,2524661999
346,1,110702,60,1743390000,2524661999
347,1,108402,60,1743390000,2524661999
348,2,30245,0,1743390000,2524661999
349,2,30246,0,1743390000,2524661999
350,1,107002,60,1744254000,2524661999
351,2,30248,0,1744254000,2524661999
352,1,112701,60,1745204400,2524661999
353,1,109802,60,1745982000,2524661999
354,1,104603,60,1745982000,2524661999
355,2,30249,0,1745982000,2524661999
356,2,30250,0,1745982000,2524661999
357,1,109001,60,1747018800,2524661999
358,2,30252,0,1747018800,2524661999
359,1,113201,60,1747796400,2524661999
360,1,108602,60,1748574000,2524661999
361,1,111002,60,1748574000,2524661999
362,2,30253,0,1748574000,2524661999
363,2,30254,0,1748574000,2524661999
364,1,113301,60,1749783600,2524661999
365,1,104003,60,1750993200,2524661999
366,2,30256,0,1750993200,2524661999
367,2,30257,0,1750993200,2524661999
368,1,103103,60,1752202800,2524661999
369,2,30258,0,1752202800,2524661999
370,1,111301,60,1753153200,2524661999
371,1,108802,60,1753930800,2524661999
372,1,108902,60,1753930800,2524661999
373,2,30261,0,1753930800,2524661999
374,2,30262,0,1753930800,2524661999
375,1,109102,60,1755140400,2524661999
376,1,109701,60,1756004400,2524661999
377,2,30264,0,1756004400,2524661999
378,2,30265,0,1756004400,2524661999
379,1,109302,60,1756436400,2524661999
380,1,110602,60,1756436400,2524661999
381,2,30267,0,1756436400,2524661999
382,2,30268,0,1756436400,2524661999
383,1,108101,60,1757386800,2524661999
384,2,30270,0,1757386800,2524661999
385,1,109501,60,1758250800,2524661999
386,1,102802,60,1759114800,2524661999
387,1,105502,60,1759114800,2524661999
388,2,30271,0,1759114800,2524661999
389,2,30272,0,1759114800,2524661999
390,1,104803,60,1760065200,2524661999
391,2,30274,0,1760065200,2524661999
392,1,109201,60,1760788800,2524661999
393,1,108002,60,1761706800,2524661999
394,2,30275,0,1761706800,2524661999
395,2,30276,0,1761706800,2524661999
396,1,110002,60,1762743600,2524661999
397,2,30277,0,1762743600,2524661999
398,1,111401,60,1763521200,2524661999
399,1,104902,60,1764298800,2524661999
400,1,111902,60,1764298800,2524661999
401,2,30278,0,1764298800,2524661999
402,2,30279,0,1764298800,2524661999
403,1,100603,60,1765422000,2524661999
404,2,30281,0,1765422000,2524661999
405,1,113501,60,1766322600,2524661999
406,1,106302,60,1766718000,2524661999
407,1,107602,60,1766718000,2524661999
408,2,30282,0,1766718000,2524661999
409,2,30283,0,1766718000,2524661999
410,1,112402,60,1767841200,2524661999
411,2,30285,0,1767841200,2524661999
412,1,113701,60,1768791600,2524661999
413,1,101003,60,1769742000,2524661999
414,1,110202,60,1769742000,2524661999
415,2,30286,0,1769742000,2524661999
416,2,30287,0,1769742000,2524661999
417,1,112901,60,1771902000,2524661999
418,2,30289,0,1771902000,2524661999
419,2,30290,0,1771902000,2524661999
420,1,113202,60,1773198000,2524661999
421,2,30292,0,1773198000,2524661999
422,1,114301,60,1773889200,2524661999
423,1,104103,60,1774839600,2524661999
424,1,108202,60,1774839600,2524661999
425,2,30293,0,1774839600,2524661999
426,2,30294,0,1774839600,2524661999
427,1,113001,60,1775790000,2524661999
428,2,30296,0,1775790000,2524661999
429,1,111801,60,1776654000,2524661999
430,1,109402,60,1777518000,2524661999
431,1,100503,60,1777518000,2524661999
432,2,30297,0,1777518000,2524661999
433,2,30298,0,1777518000,2524661999
434,1,111201,60,1778468400,2524661999
435,2,30300,0,1778468400,2524661999
436,1,113601,60,1779246000,2524661999
437,1,102503,60,1780023600,2524661999
438,1,111602,60,1780023600,2524661999
439,2,30301,0,1780023600,2524661999
440,2,30302,0,1780023600,2524661999
441,1,113401,60,1781492400,2524661999
442,1,107703,60,1782702000,2524661999
443,2,30304,0,1782702000,2524661999
444,2,30305,0,1782702000,2524661999
