id,reward_set,is_pickup,base_point,reward_item_id,reward_item_category,reward_item_num
10010074,1001,0,29600,7,11,3
10010075,1001,1,30000,41,40,1
10010076,1001,0,30400,110,30,2500
10010077,1001,0,30800,10,11,3
10010078,1001,0,31200,72,11,1
10010079,1001,0,31600,110,30,2500
10010080,1001,0,32000,13,11,3
10010081,1001,0,32400,34,21,1
10010082,1001,0,32800,59,91,8000
10010083,1001,0,33200,1,11,3
10010084,1001,0,33600,44,93,1
10010085,1001,0,34000,59,91,8000
10010086,1001,0,34400,4,11,3
10010087,1001,0,34800,32,20,1
10010088,1001,0,35200,110,30,2500
10010089,1001,0,35600,7,11,3
10010090,1001,0,36000,59,91,8000
10010091,1001,0,36400,43,90,10
10010092,1001,0,36800,10,11,3
10010093,1001,0,37200,59,91,8000
10010094,1001,0,37600,110,30,2500
10010095,1001,0,38000,13,11,3
10010096,1001,0,38400,34,21,1
10010097,1001,0,38800,32,20,1
10010098,1001,0,39200,59,91,8000
10010099,1001,0,39600,95,34,1
10010100,1001,1,40000,43,90,100
10010101,1001,0,40400,78,11,1
10010102,1001,0,40800,59,91,8000
10010103,1001,0,41200,1,11,3
10010104,1001,0,41600,34,21,1
10010105,1001,0,42000,32,20,1
10010106,1001,0,42400,4,11,3
10010107,1001,0,42800,77,11,1
10010108,1001,0,43200,110,30,2500
10010109,1001,0,43600,7,11,3
10010110,1001,0,44000,116,150,1
10010111,1001,0,44400,59,91,8000
10010112,1001,0,44800,10,11,3
10010113,1001,0,45200,85,11,1
10010114,1001,0,45600,59,91,8000
10010115,1001,0,46000,13,11,3
10010116,1001,0,46400,95,34,1
10010117,1001,0,46800,110,30,2500
10010118,1001,0,47200,1,11,3
10010119,1001,0,47600,82,11,1
10010120,1001,0,48000,43,90,10
10010121,1001,0,48400,4,11,3
10010122,1001,0,48800,83,11,1
10010123,1001,0,49200,59,91,8000
10010124,1001,0,49600,7,11,3
10010125,1001,0,50000,44,93,1
10010126,1001,0,50400,110,30,2500
10010127,1001,0,50800,10,11,3
10010128,1001,0,51200,34,21,1
10010129,1001,0,51600,211,179,1
10010130,1001,0,52000,13,11,3
10010131,1001,0,52400,32,20,1
10010132,1001,0,52800,59,91,8000
10010133,1001,0,53200,1,11,3
10010134,1001,0,53600,59,91,8000
10010135,1001,0,54000,110,30,2500
10010136,1001,0,54400,4,11,3
10010137,1001,0,54800,43,90,10
10010138,1001,0,55200,110,30,2500
10010139,1001,0,55600,7,11,3
10010140,1001,0,56000,116,150,1
10010141,1001,0,56400,59,91,8000
10010142,1001,0,56800,10,11,3
10010143,1001,0,57200,95,34,1
10010144,1001,0,57600,59,91,8000
10010145,1001,0,58000,13,11,3
10010146,1001,0,58400,110,30,2500
10010147,1001,0,58800,59,91,8000
10010148,1001,0,59200,110,30,2500
10010149,1001,0,59600,211,179,1
10010150,1001,1,60000,111,40,1
10010151,1001,0,60400,116,150,1
10010152,1001,0,60800,59,91,8000
10010153,1001,0,61200,1,11,3
10010154,1001,0,61600,69,11,1
10010155,1001,0,62000,110,30,2500
10010156,1001,0,62400,4,11,3
10010157,1001,0,62800,34,21,1
10010158,1001,0,63200,59,91,8000
10010159,1001,0,63600,7,11,3
10010160,1001,0,64000,71,11,1
10010161,1001,0,64400,59,91,8000
10010162,1001,0,64800,10,11,3
10010163,1001,0,65200,32,20,1
10010164,1001,0,65600,110,30,2500
10010165,1001,0,66000,13,11,3
10010166,1001,0,66400,70,11,1
10010167,1001,0,66800,95,34,1
10010168,1001,0,67200,59,91,8000
10010169,1001,0,67600,1,11,3
10010170,1001,1,68000,41,40,1
10010171,1001,0,68400,43,90,10
10010172,1001,0,68800,4,11,3
10010173,1001,0,69200,44,93,1
10010174,1001,0,69600,110,30,2500
10010175,1001,0,70000,7,11,3
10010176,1001,0,70400,116,150,1
10010177,1001,0,70800,59,91,8000
10010178,1001,0,71200,10,11,3
10010179,1001,0,71600,110,30,2500
10010180,1001,0,72000,59,91,8000
10010181,1001,0,72400,13,11,3
10010182,1001,0,72800,84,11,1
10010183,1001,0,73200,211,179,1
10010184,1001,0,73600,59,91,8000
10010185,1001,0,74000,1,11,3
10010186,1001,0,74400,32,20,1
10010187,1001,0,74800,59,91,8000
10010188,1001,0,75200,4,11,3
10010189,1001,0,75600,95,34,1
10010190,1001,0,76000,43,90,10
10010191,1001,0,76400,7,11,3
10010192,1001,0,76800,91,11,1
10010193,1001,0,77200,59,91,8000
10010194,1001,0,77600,10,11,3
10010195,1001,0,78000,110,30,2500
10010196,1001,0,78400,211,179,1
10010197,1001,0,78800,13,11,3
10010198,1001,0,79200,34,21,1
10010199,1001,0,79600,59,91,8000
10010200,1001,1,80000,43,90,100
10010201,1001,0,80400,176,11,1
10010202,1001,0,80800,110,30,2500
10010203,1001,0,81200,1,11,3
10010204,1001,0,81600,101,11,1
10010205,1001,0,82000,59,91,8000
10010206,1001,0,82400,4,11,3
10010207,1001,0,82800,179,11,1
10010208,1001,0,83200,95,34,1
10010209,1001,0,83600,7,11,3
10010210,1001,0,84000,102,11,1
10010211,1001,0,84400,110,30,2500
10010212,1001,0,84800,10,11,3
10010213,1001,0,85200,103,11,1
10010214,1001,0,85600,32,20,1
10010215,1001,0,86000,13,11,3
10010216,1001,0,86400,104,11,1
10010217,1001,0,86800,59,91,8000
10010218,1001,0,87200,1,11,3
10010219,1001,0,87600,116,150,1
10010220,1001,0,88000,211,179,1
10010221,1001,0,88400,4,11,3
10010222,1001,0,88800,177,11,1
10010223,1001,1,89200,111,40,1
10010224,1001,0,89600,7,11,3
10010225,1001,0,90000,105,11,1
10010226,1001,0,90400,43,90,10
10010227,1001,0,90800,10,11,3
10010228,1001,0,91200,34,21,1
10010229,1001,0,91600,110,30,2500
10010230,1001,0,92000,13,11,3
10010231,1001,0,92400,106,11,1
10010232,1001,0,92800,59,91,8000
10010233,1001,0,93200,1,11,3
10010234,1001,0,93600,110,30,2500
10010235,1001,0,94000,116,150,1
10010236,1001,0,94400,4,11,3
10010237,1001,0,94800,175,11,1
10010238,1001,0,95200,95,34,1
10010239,1001,0,95600,7,11,3
10010240,1001,0,96000,32,20,1
10010241,1001,0,96400,59,91,8000
10010242,1001,0,96800,10,11,3
10010243,1001,0,97200,34,21,1
10010244,1001,0,97600,110,30,2500
10010245,1001,0,98000,13,11,3
10010246,1001,0,98400,43,90,10
10010247,1001,0,98800,110,30,2500
10010248,1001,0,99200,59,91,8000
10010249,1001,0,99600,44,93,1
10010250,1001,1,100000,43,90,100
10010251,1001,0,100400,74,11,1
10010252,1001,0,100800,1,11,3
10010253,1001,0,101200,59,91,8000
10010254,1001,0,101600,4,11,3
10010255,1001,0,102000,110,30,2500
10010256,1001,0,102400,7,11,3
10010257,1001,0,102800,75,11,1
10010258,1001,0,103200,10,11,3
10010259,1001,0,103600,59,91,8000
10010260,1001,0,104000,13,11,3
10010261,1001,0,104400,110,30,2500
10010262,1001,0,104800,1,11,3
10010263,1001,0,105200,79,11,1
10010264,1001,0,105600,4,11,3
10010265,1001,0,106000,43,90,10
10010266,1001,0,106400,7,11,3
10010267,1001,0,106800,110,30,2500
10010268,1001,0,107200,10,11,3
10010269,1001,0,107600,80,11,1
10010270,1001,0,108000,13,11,3
10010271,1001,0,108400,44,93,1
10010272,1001,0,108800,1,11,3
10010273,1001,0,109200,81,11,1
10010274,1001,0,109600,4,11,3
10010275,1001,0,110000,110,30,2500
10010276,1001,0,110400,7,11,3
10010277,1001,0,110800,86,11,1
10010278,1001,0,111200,10,11,3
10010279,1001,0,111600,88,11,1
10010280,1001,0,112000,13,11,3
10010281,1001,0,112400,59,91,8000
10010282,1001,0,112800,1,11,3
10010283,1001,0,113200,110,30,2500
10010284,1001,0,113600,4,11,3
10010285,1001,0,114000,76,11,1
10010286,1001,0,114400,7,11,3
10010287,1001,0,114800,110,30,2500
10010288,1001,0,115200,10,11,3
10010289,1001,0,115600,43,90,10
10010290,1001,0,116000,13,11,3
10010291,1001,0,116400,1,11,3
10010292,1001,0,116800,110,30,2500
10010293,1001,0,117200,4,11,3
10010294,1001,0,117600,110,30,2500
10010295,1001,0,118000,7,11,3
10010296,1001,0,118400,87,11,1
10010297,1001,0,118800,10,11,3
10010298,1001,0,119200,44,93,1
10010299,1001,0,119600,13,11,3
10010300,1001,1,120000,43,90,100
10020001,1002,0,400,59,91,12000
10020002,1002,0,800,1,11,3
10020003,1002,0,1200,32,20,1
10020004,1002,0,1600,59,91,12000
10020005,1002,0,2000,4,11,3
10020006,1002,0,2400,116,150,1
10020007,1002,0,2800,110,30,2500
10020008,1002,0,3200,7,11,3
10020009,1002,0,3600,34,21,1
10020010,1002,0,4000,59,91,12000
10020011,1002,0,4400,10,11,3
10020012,1002,0,4800,59,91,12000
10020013,1002,0,5200,110,30,2500
10020014,1002,0,5600,13,11,3
10020015,1002,0,6000,95,34,1
10020016,1002,0,6400,59,91,12000
10020017,1002,0,6800,1,11,3
10020018,1002,0,7200,110,30,2500
10020019,1002,0,7600,110,30,2500
10020020,1002,0,8000,4,11,3
10020021,1002,0,8400,59,91,12000
10020022,1002,0,8800,110,30,2500
10020023,1002,0,9200,7,11,3
10020024,1002,0,9600,59,91,12000
10020025,1002,0,10000,110,30,2500
10020026,1002,0,10400,10,11,3
10020027,1002,0,10800,110,30,2500
10020028,1002,0,11200,110,30,2500
10020029,1002,0,11600,13,11,3
10020030,1002,0,12000,32,20,1
10020031,1002,0,12400,59,91,12000
10020032,1002,0,12800,1,11,3
10020033,1002,0,13200,116,150,1
10020034,1002,0,13600,59,91,12000
10020035,1002,0,14000,4,11,3
10020036,1002,0,14400,59,91,12000
10020037,1002,0,14800,110,30,2500
10020038,1002,0,15200,7,11,3
10020039,1002,0,15600,34,21,1
10020040,1002,0,16000,110,30,2500
10020041,1002,0,16400,10,11,3
10020042,1002,0,16800,95,34,1
10020043,1002,0,17200,110,30,2500
10020044,1002,0,17600,13,11,3
10020045,1002,0,18000,1,11,3
10020046,1002,0,18400,4,11,3
10020047,1002,0,18800,7,11,3
10020048,1002,0,19200,10,11,3
10020049,1002,0,19600,13,11,3
10020050,1002,0,20000,44,93,2
10020051,1002,0,20400,116,150,1
10020052,1002,0,20800,59,91,12000
10020053,1002,0,21200,1,11,3
10020054,1002,0,21600,90,11,1
10020055,1002,0,22000,110,30,2500
10020056,1002,0,22400,4,11,3
10020057,1002,0,22800,116,150,1
10020058,1002,0,23200,59,91,12000
10020059,1002,0,23600,7,11,3
10020060,1002,0,24000,89,11,1
10020061,1002,0,24400,59,91,12000
10020062,1002,0,24800,10,11,3
10020063,1002,0,25200,110,30,2500
10020064,1002,0,25600,43,90,10
10020065,1002,0,26000,13,11,3
10020066,1002,0,26400,92,11,1
10020067,1002,0,26800,110,30,2500
10020068,1002,0,27200,1,11,3
10020069,1002,0,27600,110,30,2500
10020070,1002,0,28000,95,34,1
10020071,1002,0,28400,4,11,3
10020072,1002,0,28800,73,11,1
10020073,1002,0,29200,110,30,2500
10020074,1002,0,29600,7,11,3
10020075,1002,1,30000,41,40,1
10020076,1002,0,30400,110,30,2500
10020077,1002,0,30800,10,11,3
10020078,1002,0,31200,72,11,1
10020079,1002,0,31600,110,30,2500
10020080,1002,0,32000,13,11,3
10020081,1002,0,32400,34,21,1
10020082,1002,0,32800,59,91,12000
10020083,1002,0,33200,1,11,3
10020084,1002,0,33600,44,93,2
10020085,1002,0,34000,59,91,12000
10020086,1002,0,34400,4,11,3
10020087,1002,0,34800,32,20,1
10020088,1002,0,35200,110,30,2500
10020089,1002,0,35600,7,11,3
10020090,1002,0,36000,59,91,12000
10020091,1002,0,36400,43,90,10
10020092,1002,0,36800,10,11,3
10020093,1002,0,37200,59,91,12000
10020094,1002,0,37600,110,30,2500
10020095,1002,0,38000,13,11,3
10020096,1002,0,38400,34,21,1
10020097,1002,0,38800,32,20,1
10020098,1002,0,39200,59,91,12000
10020099,1002,0,39600,95,34,1
10020100,1002,1,40000,43,90,100
10020101,1002,0,40400,78,11,1
10020102,1002,0,40800,59,91,12000
10020103,1002,0,41200,1,11,3
10020104,1002,0,41600,34,21,1
10020105,1002,0,42000,32,20,1
10020106,1002,0,42400,4,11,3
10020107,1002,0,42800,77,11,1
10020108,1002,0,43200,110,30,2500
10020109,1002,0,43600,7,11,3
10020110,1002,0,44000,116,150,1
10020111,1002,0,44400,59,91,12000
10020112,1002,0,44800,10,11,3
10020113,1002,0,45200,85,11,1
10020114,1002,0,45600,59,91,12000
10020115,1002,0,46000,13,11,3
10020116,1002,0,46400,95,34,1
10020117,1002,0,46800,110,30,2500
10020118,1002,0,47200,1,11,3
10020119,1002,0,47600,82,11,1
10020120,1002,0,48000,43,90,10
10020121,1002,0,48400,4,11,3
10020122,1002,0,48800,83,11,1
10020123,1002,0,49200,59,91,12000
10020124,1002,0,49600,7,11,3
10020125,1002,0,50000,44,93,2
10020126,1002,0,50400,110,30,2500
10020127,1002,0,50800,10,11,3
10020128,1002,0,51200,34,21,1
10020129,1002,0,51600,211,179,1
10020130,1002,0,52000,13,11,3
10020131,1002,0,52400,32,20,1
10020132,1002,0,52800,59,91,12000
10020133,1002,0,53200,1,11,3
10020134,1002,0,53600,59,91,12000
10020135,1002,0,54000,110,30,2500
10020136,1002,0,54400,4,11,3
10020137,1002,0,54800,43,90,10
10020138,1002,0,55200,110,30,2500
10020139,1002,0,55600,7,11,3
10020140,1002,0,56000,116,150,1
10020141,1002,0,56400,59,91,12000
10020142,1002,0,56800,10,11,3
10020143,1002,0,57200,95,34,1
10020144,1002,0,57600,59,91,12000
10020145,1002,0,58000,13,11,3
10020146,1002,0,58400,110,30,2500
10020147,1002,0,58800,59,91,12000
10020148,1002,0,59200,110,30,2500
10020149,1002,0,59600,211,179,1
10020150,1002,1,60000,111,40,1
10020151,1002,0,60400,116,150,1
10020152,1002,0,60800,59,91,12000
10020153,1002,0,61200,1,11,3
10020154,1002,0,61600,69,11,1
10020155,1002,0,62000,110,30,2500
10020156,1002,0,62400,4,11,3
10020157,1002,0,62800,34,21,1
10020158,1002,0,63200,59,91,12000
10020159,1002,0,63600,7,11,3
10020160,1002,0,64000,71,11,1
10020161,1002,0,64400,59,91,12000
10020162,1002,0,64800,10,11,3
10020163,1002,0,65200,32,20,1
10020164,1002,0,65600,110,30,2500
10020165,1002,0,66000,13,11,3
10020166,1002,0,66400,70,11,1
10020167,1002,0,66800,95,34,1
10020168,1002,0,67200,59,91,12000
10020169,1002,0,67600,1,11,3
10020170,1002,1,68000,41,40,1
10020171,1002,0,68400,43,90,10
10020172,1002,0,68800,4,11,3
10020173,1002,0,69200,44,93,2
10020174,1002,0,69600,163,11,1
10020175,1002,0,70000,7,11,3
10020176,1002,0,70400,116,150,1
10020177,1002,0,70800,59,91,12000
10020178,1002,0,71200,10,11,3
10020179,1002,0,71600,110,30,2500
10020180,1002,0,72000,59,91,12000
10020181,1002,0,72400,13,11,3
10020182,1002,0,72800,84,11,1
10020183,1002,0,73200,211,179,1
10020184,1002,0,73600,59,91,12000
10020185,1002,0,74000,1,11,3
10020186,1002,0,74400,32,20,1
10020187,1002,0,74800,59,91,12000
10020188,1002,0,75200,4,11,3
10020189,1002,0,75600,95,34,1
10020190,1002,0,76000,43,90,10
10020191,1002,0,76400,7,11,3
10020192,1002,0,76800,91,11,1
10020193,1002,0,77200,59,91,12000
10020194,1002,0,77600,10,11,3
10020195,1002,0,78000,110,30,2500
10020196,1002,0,78400,211,179,1
10020197,1002,0,78800,13,11,3
10020198,1002,0,79200,34,21,1
10020199,1002,0,79600,59,91,12000
10020200,1002,1,80000,43,90,100
10020201,1002,0,80400,176,11,1
10020202,1002,0,80800,110,30,2500
10020203,1002,0,81200,162,11,1
10020204,1002,0,81600,101,11,1
10020205,1002,0,82000,59,91,12000
10020206,1002,0,82400,4,11,3
10020207,1002,0,82800,179,11,1
10020208,1002,0,83200,95,34,1
10020209,1002,0,83600,7,11,3
10020210,1002,0,84000,102,11,1
10020211,1002,0,84400,110,30,2500
10020212,1002,0,84800,162,11,1
10020213,1002,0,85200,103,11,1
10020214,1002,0,85600,32,20,1
10020215,1002,0,86000,13,11,3
10020216,1002,0,86400,104,11,1
10020217,1002,0,86800,59,91,12000
10020218,1002,0,87200,1,11,3
10020219,1002,0,87600,116,150,1
10020220,1002,0,88000,211,179,1
10020221,1002,0,88400,4,11,3
10020222,1002,0,88800,177,11,1
10020223,1002,1,89200,111,40,1
10020224,1002,0,89600,7,11,3
10020225,1002,0,90000,105,11,1
10020226,1002,0,90400,43,90,10
10020227,1002,0,90800,10,11,3
10020228,1002,0,91200,34,21,1
10020229,1002,0,91600,110,30,2500
10020230,1002,0,92000,163,11,1
10020231,1002,0,92400,106,11,1
10020232,1002,0,92800,59,91,12000
10020233,1002,0,93200,1,11,3
10020234,1002,0,93600,110,30,2500
10020235,1002,0,94000,116,150,1
10020236,1002,0,94400,4,11,3
10020237,1002,0,94800,175,11,1
10020238,1002,0,95200,95,34,1
10020239,1002,0,95600,7,11,3
10020240,1002,0,96000,32,20,1
10020241,1002,0,96400,59,91,12000
10020242,1002,0,96800,10,11,3
10020243,1002,0,97200,34,21,1
10020244,1002,0,97600,110,30,2500
10020245,1002,0,98000,13,11,3
10020246,1002,0,98400,43,90,10
10020247,1002,0,98800,161,11,2
10020248,1002,0,99200,59,91,12000
10020249,1002,0,99600,44,93,2
10020250,1002,1,100000,43,90,100
10020251,1002,0,100400,74,11,1
10020252,1002,0,100800,1,11,3
10020253,1002,0,101200,59,91,12000
10020254,1002,0,101600,4,11,3
10020255,1002,0,102000,163,11,1
10020256,1002,0,102400,7,11,3
10020257,1002,0,102800,75,11,1
10020258,1002,0,103200,10,11,3
10020259,1002,0,103600,59,91,12000
10020260,1002,0,104000,13,11,3
10020261,1002,0,104400,110,30,2500
10020262,1002,0,104800,160,11,2
10020263,1002,0,105200,79,11,1
10020264,1002,0,105600,4,11,3
10020265,1002,0,106000,43,90,10
10020266,1002,0,106400,7,11,3
10020267,1002,0,106800,110,30,2500
10020268,1002,0,107200,10,11,3
10020269,1002,0,107600,80,11,1
10020270,1002,0,108000,13,11,3
10020271,1002,0,108400,44,93,2
10020272,1002,0,108800,1,11,3
10020273,1002,0,109200,81,11,1
10020274,1002,0,109600,162,11,1
10020275,1002,0,110000,110,30,2500
10020276,1002,0,110400,7,11,3
10020277,1002,0,110800,86,11,1
10020278,1002,0,111200,10,11,3
10020279,1002,0,111600,88,11,1
10020280,1002,0,112000,161,11,4
10020281,1002,0,112400,59,91,12000
10020282,1002,0,112800,1,11,3
10020283,1002,0,113200,110,30,2500
10020284,1002,0,113600,160,11,4
10020285,1002,0,114000,76,11,1
10020286,1002,0,114400,163,11,1
10020287,1002,0,114800,110,30,2500
10020288,1002,0,115200,161,11,4
10020289,1002,0,115600,43,90,10
10020290,1002,0,116000,13,11,3
10020291,1002,0,116400,1,11,3
10020292,1002,0,116800,110,30,2500
10020293,1002,0,117200,4,11,3
10020294,1002,0,117600,110,30,2500
10020295,1002,0,118000,163,11,2
10020296,1002,0,118400,87,11,1
10020297,1002,0,118800,10,11,3
10020298,1002,0,119200,44,93,2
10020299,1002,0,119600,163,11,2
10020300,1002,1,120000,43,90,100
10030001,1003,0,400,59,91,12000
10030002,1003,0,800,1,11,3
10030003,1003,0,1200,32,20,1
10030004,1003,0,1600,59,91,12000
10030005,1003,0,2000,4,11,3
10030006,1003,0,2400,116,150,1
10030007,1003,0,2800,117,150,1
10030008,1003,0,3200,7,11,3
10030009,1003,0,3600,34,21,1
10030010,1003,0,4000,59,91,12000
10030011,1003,0,4400,10,11,3
10030012,1003,0,4800,59,91,12000
10030013,1003,0,5200,44,93,2
10030014,1003,0,5600,13,11,3
10030015,1003,0,6000,95,34,1
10030016,1003,0,6400,59,91,12000
10030017,1003,0,6800,1,11,3
10030018,1003,0,7200,32,20,1
10030019,1003,0,7600,118,150,1
10030020,1003,0,8000,4,11,3
10030021,1003,0,8400,59,91,12000
10030022,1003,0,8800,116,150,1
10030023,1003,0,9200,7,11,3
10030024,1003,0,9600,59,91,12000
10030025,1003,0,10000,34,21,1
10030026,1003,0,10400,10,11,3
10030027,1003,0,10800,95,34,1
10030028,1003,0,11200,120,150,1
10030029,1003,0,11600,13,11,3
10030030,1003,0,12000,32,20,1
10030031,1003,0,12400,59,91,12000
10030032,1003,0,12800,1,11,3
10030033,1003,0,13200,116,150,1
10030034,1003,0,13600,59,91,12000
10030035,1003,0,14000,4,11,3
10030036,1003,0,14400,59,91,12000
10030037,1003,0,14800,44,93,2
10030038,1003,0,15200,7,11,3
10030039,1003,0,15600,34,21,1
10030040,1003,0,16000,32,20,1
10030041,1003,0,16400,10,11,3
10030042,1003,0,16800,95,34,1
10030043,1003,0,17200,59,91,12000
10030044,1003,0,17600,13,11,3
10030045,1003,0,18000,1,11,3
10030046,1003,0,18400,4,11,3
10030047,1003,0,18800,7,11,3
10030048,1003,0,19200,10,11,3
10030049,1003,0,19600,13,11,3
10030050,1003,0,20000,44,93,2
10030051,1003,0,20400,116,150,1
10030052,1003,0,20800,59,91,12000
10030053,1003,0,21200,1,11,3
10030054,1003,0,21600,90,11,1
10030055,1003,0,22000,119,150,1
10030056,1003,0,22400,4,11,3
10030057,1003,0,22800,116,150,1
10030058,1003,0,23200,59,91,12000
10030059,1003,0,23600,7,11,3
10030060,1003,0,24000,89,11,1
10030061,1003,0,24400,59,91,12000
10030062,1003,0,24800,10,11,3
10030063,1003,0,25200,32,20,1
10030064,1003,0,25600,43,90,10
10030065,1003,0,26000,13,11,3
10030066,1003,0,26400,92,11,1
10030067,1003,0,26800,118,150,1
10030068,1003,0,27200,1,11,3
10030069,1003,0,27600,34,21,1
10030070,1003,0,28000,95,34,1
10030071,1003,0,28400,4,11,3
10030072,1003,0,28800,73,11,1
10030073,1003,0,29200,59,91,12000
10030074,1003,0,29600,7,11,3
10030075,1003,1,30000,41,40,1
10030076,1003,0,30400,44,93,2
10030077,1003,0,30800,10,11,3
10030078,1003,0,31200,72,11,1
10030079,1003,0,31600,117,150,1
10030080,1003,0,32000,13,11,3
10030081,1003,0,32400,34,21,1
10030082,1003,0,32800,59,91,12000
10030083,1003,0,33200,1,11,3
10030084,1003,0,33600,44,93,2
10030085,1003,0,34000,59,91,12000
10030086,1003,0,34400,4,11,3
10030087,1003,0,34800,32,20,1
10030088,1003,0,35200,13,11,3
10030089,1003,0,35600,7,11,3
10030090,1003,0,36000,59,91,12000
10030091,1003,0,36400,43,90,10
10030092,1003,0,36800,10,11,3
10030093,1003,0,37200,59,91,12000
10030094,1003,0,37600,116,150,1
10030095,1003,0,38000,13,11,3
10030096,1003,0,38400,34,21,1
10030097,1003,0,38800,32,20,1
10030098,1003,0,39200,59,91,12000
10030099,1003,0,39600,95,34,1
10030100,1003,1,40000,43,90,100
10030101,1003,0,40400,78,11,1
10030102,1003,0,40800,59,91,12000
10030103,1003,0,41200,1,11,3
10030104,1003,0,41600,34,21,1
10030105,1003,0,42000,32,20,1
10030106,1003,0,42400,4,11,3
10030107,1003,0,42800,77,11,1
10030108,1003,0,43200,44,93,2
10030109,1003,0,43600,7,11,3
10030110,1003,0,44000,116,150,1
10030111,1003,0,44400,59,91,12000
10030112,1003,0,44800,10,11,3
10030113,1003,0,45200,85,11,1
10030114,1003,0,45600,59,91,12000
10030115,1003,0,46000,13,11,3
10030116,1003,0,46400,95,34,1
10030117,1003,0,46800,120,150,1
10030118,1003,0,47200,1,11,3
10030119,1003,0,47600,82,11,1
10030120,1003,0,48000,43,90,10
10030121,1003,0,48400,4,11,3
10030122,1003,0,48800,83,11,1
10030123,1003,0,49200,59,91,12000
10030124,1003,0,49600,7,11,3
10030125,1003,0,50000,44,93,2
10030126,1003,0,50400,119,150,1
10030127,1003,0,50800,10,11,3
10030128,1003,0,51200,34,21,1
10030129,1003,0,51600,211,179,1
10030130,1003,0,52000,13,11,3
10030131,1003,0,52400,32,20,1
10030132,1003,0,52800,59,91,12000
10030133,1003,0,53200,1,11,3
10030134,1003,0,53600,59,91,12000
10030135,1003,0,54000,95,34,1
10030136,1003,0,54400,4,11,3
10030137,1003,0,54800,43,90,10
10030138,1003,0,55200,118,150,1
10030139,1003,0,55600,7,11,3
10030140,1003,0,56000,116,150,1
10030141,1003,0,56400,59,91,12000
10030142,1003,0,56800,10,11,3
10030143,1003,0,57200,95,34,1
10030144,1003,0,57600,59,91,12000
10030145,1003,0,58000,13,11,3
10030146,1003,0,58400,32,20,1
10030147,1003,0,58800,59,91,12000
10030148,1003,0,59200,44,93,2
10030149,1003,0,59600,211,179,1
10030150,1003,1,60000,111,40,1
10030151,1003,0,60400,116,150,1
10030152,1003,0,60800,59,91,12000
10030153,1003,0,61200,1,11,3
10030154,1003,0,61600,69,11,1
10030155,1003,0,62000,117,150,1
10030156,1003,0,62400,4,11,3
10030157,1003,0,62800,34,21,1
10030158,1003,0,63200,59,91,12000
10030159,1003,0,63600,7,11,3
10030160,1003,0,64000,71,11,1
10030161,1003,0,64400,59,91,12000
10030162,1003,0,64800,10,11,3
