id,story_event_id,mission_type,condition_type,condition_value_1,condition_value_2,condition_value_3,condition_value_4,condition_num,step_group_id,step_order,disp_order,item_category,item_id,item_num,transition_type,date_check_flg,start_date
45,1002,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
46,1002,4,100004,1,0,0,0,5,2,1,2,100,58,2000,10001,0,
47,1002,4,100004,1,0,0,0,10,3,1,3,94,45,30,10001,0,
48,1002,4,100004,1,0,0,0,15,4,1,4,100,58,4000,10001,0,
49,1002,4,100004,1,0,0,0,20,5,1,5,94,45,40,10001,0,
50,1002,4,100004,1,0,0,0,25,6,1,6,100,58,6000,10001,0,
51,1002,4,100004,1,0,0,0,30,7,1,7,94,45,50,10001,0,
52,1002,4,100003,0,0,0,0,5,8,1,8,94,45,20,10001,0,
53,1002,4,100003,0,0,0,0,10,9,1,9,100,58,2000,10001,0,
54,1002,4,100003,0,0,0,0,20,10,1,10,94,45,30,10001,0,
55,1002,4,100003,0,0,0,0,30,11,1,11,100,58,4000,10001,0,
56,1002,4,100003,0,0,0,0,40,12,1,12,94,45,40,10001,0,
57,1002,4,100003,0,0,0,0,50,13,1,13,100,58,6000,10001,0,
58,1002,4,100007,100,1,0,0,3,14,1,14,94,45,20,10001,0,
59,1002,4,100007,100,1,0,0,10,15,1,15,100,58,4000,10001,0,
60,1002,4,100007,100,1,0,0,20,16,1,16,94,45,30,10001,0,
61,1002,4,100007,100,1,0,0,30,17,1,17,100,58,6000,10001,0,
62,1002,4,100027,0,0,0,0,100000,18,1,18,94,45,20,10001,0,
63,1002,4,100027,0,0,0,0,500000,19,1,19,100,58,4000,10001,0,
64,1002,4,100027,0,0,0,0,1000000,20,1,20,94,45,30,10001,0,
65,1002,4,100027,0,0,0,0,1500000,21,1,21,100,58,6000,10001,0,
66,1002,4,100025,100501,3,0,0,1,22,1,22,94,45,20,10001,0,
67,1002,4,100025,101001,3,0,0,1,23,1,23,94,45,20,10001,0,
68,1002,4,100025,101501,3,0,0,1,24,1,24,94,45,20,10001,0,
69,1002,4,100025,100301,3,0,0,1,25,1,25,94,45,20,10001,0,
70,1002,4,100025,100601,3,0,0,1,26,1,26,94,45,20,10001,0,
71,1002,4,100025,101201,3,0,0,1,27,1,27,94,45,20,10001,0,
72,1002,4,100025,102301,3,0,0,1,28,1,28,94,45,20,10001,0,
73,1002,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
74,1002,4,200005,0,0,0,0,10,30,1,30,100,58,2000,20001,0,
75,1002,4,200005,0,0,0,0,20,31,1,31,94,45,30,20001,0,
76,1002,4,200005,0,0,0,0,30,32,1,32,100,58,4000,20001,0,
77,1002,4,200005,0,0,0,0,40,33,1,33,94,45,40,20001,0,
78,1002,4,200005,0,0,0,0,50,34,1,34,100,58,6000,20001,0,
79,1002,4,200014,0,0,0,0,200000,35,1,35,94,45,20,20001,0,
80,1002,4,200014,0,0,0,0,500000,36,1,36,100,58,4000,20001,0,
81,1002,4,200014,0,0,0,0,1000000,37,1,37,94,45,30,20001,0,
82,1002,4,200014,0,0,0,0,2000000,38,1,38,100,58,6000,20001,0,
83,1002,6,900001,4,0,0,0,38,1,1,1,55,310102,1,0,0,
84,1003,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
85,1003,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
86,1003,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
87,1003,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
88,1003,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
89,1003,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
90,1003,4,100004,1,0,0,0,5,2,1,2,100,58,2000,10001,0,
91,1003,4,100004,1,0,0,0,10,3,1,3,94,45,30,10001,0,
92,1003,4,100004,1,0,0,0,15,4,1,4,100,58,4000,10001,0,
93,1003,4,100004,1,0,0,0,20,5,1,5,94,45,40,10001,0,
94,1003,4,100004,1,0,0,0,25,6,1,6,100,58,6000,10001,0,
95,1003,4,100004,1,0,0,0,30,7,1,7,94,45,50,10001,0,
96,1003,4,100003,0,0,0,0,5,8,1,8,94,45,20,10001,0,
97,1003,4,100003,0,0,0,0,10,9,1,9,100,58,2000,10001,0,
98,1003,4,100003,0,0,0,0,20,10,1,10,94,45,30,10001,0,
99,1003,4,100003,0,0,0,0,30,11,1,11,100,58,4000,10001,0,
100,1003,4,100003,0,0,0,0,40,12,1,12,94,45,40,10001,0,
101,1003,4,100003,0,0,0,0,50,13,1,13,100,58,6000,10001,0,
102,1003,4,100007,100,1,0,0,3,14,1,14,94,45,20,10001,0,
103,1003,4,100007,100,1,0,0,10,15,1,15,100,58,4000,10001,0,
104,1003,4,100007,100,1,0,0,20,16,1,16,94,45,30,10001,0,
105,1003,4,100007,100,1,0,0,30,17,1,17,100,58,6000,10001,0,
106,1003,4,100027,0,0,0,0,100000,18,1,18,94,45,20,10001,0,
107,1003,4,100027,0,0,0,0,500000,19,1,19,100,58,4000,10001,0,
108,1003,4,100027,0,0,0,0,1000000,20,1,20,94,45,30,10001,0,
109,1003,4,100027,0,0,0,0,1500000,21,1,21,100,58,6000,10001,0,
110,1003,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
111,1003,4,200005,0,0,0,0,10,30,1,30,100,58,2000,20001,0,
112,1003,4,200005,0,0,0,0,20,31,1,31,94,45,30,20001,0,
113,1003,4,200005,0,0,0,0,30,32,1,32,100,58,4000,20001,0,
114,1003,4,200005,0,0,0,0,40,33,1,33,94,45,40,20001,0,
115,1003,4,200005,0,0,0,0,50,34,1,34,100,58,6000,20001,0,
116,1003,4,200014,0,0,0,0,200000,35,1,35,94,45,20,20001,0,
117,1003,4,200014,0,0,0,0,500000,36,1,36,100,58,4000,20001,0,
118,1003,4,200014,0,0,0,0,1000000,37,1,37,94,45,30,20001,0,
119,1003,4,200014,0,0,0,0,2000000,38,1,38,100,58,6000,20001,0,
120,1003,4,100025,101601,3,0,0,1,39,1,39,100,58,5000,10001,0,
121,1003,4,100025,100901,3,0,0,1,40,1,40,94,45,20,10001,0,
122,1003,4,100025,100301,3,0,0,1,41,1,41,94,45,20,10001,0,
123,1003,4,100025,101501,3,0,0,1,42,1,42,100,58,5000,10001,0,
124,1003,4,100025,102301,3,0,0,1,43,1,43,94,45,20,10001,0,
125,1003,4,100025,100601,3,0,0,1,44,1,44,94,45,20,10001,0,
126,1003,4,100025,101701,3,0,0,1,45,1,45,100,58,5000,10001,0,
127,1003,6,900001,4,0,0,0,38,1,1,1,55,310103,1,0,0,
128,1004,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
129,1004,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
130,1004,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
131,1004,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
132,1004,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
133,1004,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
134,1004,4,100004,1,0,0,0,5,2,1,2,100,58,2000,10001,0,
135,1004,4,100004,1,0,0,0,10,3,1,3,94,45,30,10001,0,
136,1004,4,100004,1,0,0,0,15,4,1,4,100,58,4000,10001,0,
137,1004,4,100004,1,0,0,0,20,5,1,5,94,45,40,10001,0,
138,1004,4,100004,1,0,0,0,25,6,1,6,100,58,6000,10001,0,
139,1004,4,100004,1,0,0,0,30,7,1,7,94,45,50,10001,0,
140,1004,4,100003,0,0,0,0,5,8,1,8,94,45,20,10001,0,
141,1004,4,100003,0,0,0,0,10,9,1,9,100,58,2000,10001,0,
142,1004,4,100003,0,0,0,0,20,10,1,10,94,45,30,10001,0,
143,1004,4,100003,0,0,0,0,30,11,1,11,100,58,4000,10001,0,
144,1004,4,100003,0,0,0,0,40,12,1,12,94,45,40,10001,0,
145,1004,4,100003,0,0,0,0,50,13,1,13,100,58,6000,10001,0,
146,1004,4,100007,100,1,0,0,3,14,1,14,94,45,20,10001,0,
147,1004,4,100007,100,1,0,0,10,15,1,15,100,58,4000,10001,0,
148,1004,4,100007,100,1,0,0,20,16,1,16,94,45,30,10001,0,
149,1004,4,100007,100,1,0,0,30,17,1,17,100,58,6000,10001,0,
150,1004,4,100027,0,0,0,0,100000,18,1,18,94,45,20,10001,0,
151,1004,4,100027,0,0,0,0,500000,19,1,19,100,58,4000,10001,0,
152,1004,4,100027,0,0,0,0,1000000,20,1,20,94,45,30,10001,0,
153,1004,4,100027,0,0,0,0,1500000,21,1,21,100,58,6000,10001,0,
154,1004,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
155,1004,4,200005,0,0,0,0,10,30,1,30,100,58,2000,20001,0,
156,1004,4,200005,0,0,0,0,20,31,1,31,94,45,30,20001,0,
157,1004,4,200005,0,0,0,0,30,32,1,32,100,58,4000,20001,0,
158,1004,4,200005,0,0,0,0,40,33,1,33,94,45,40,20001,0,
159,1004,4,200005,0,0,0,0,50,34,1,34,100,58,6000,20001,0,
160,1004,4,200014,0,0,0,0,200000,35,1,35,94,45,20,20001,0,
161,1004,4,200014,0,0,0,0,500000,36,1,36,100,58,4000,20001,0,
162,1004,4,200014,0,0,0,0,1000000,37,1,37,94,45,30,20001,0,
163,1004,4,200014,0,0,0,0,2000000,38,1,38,100,58,6000,20001,0,
164,1004,4,100025,100701,3,0,0,1,39,1,39,100,58,5000,10001,0,
165,1004,4,100025,101001,3,0,0,1,40,1,40,94,45,20,10001,0,
166,1004,4,100025,101901,3,0,0,1,41,1,41,94,45,20,10001,0,
167,1004,4,100025,102201,3,0,0,1,42,1,42,100,58,5000,10001,0,
168,1004,4,100025,101201,3,0,0,1,43,1,43,94,45,20,10001,0,
169,1004,4,100025,202601,3,0,0,1,44,1,44,94,45,20,10001,0,
170,1004,4,100025,102301,3,0,0,1,45,1,45,100,58,5000,10001,0,
171,1004,6,900001,4,0,0,0,38,1,1,1,55,310104,1,0,0,
172,1005,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
173,1005,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
174,1005,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
175,1005,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
176,1005,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
177,1005,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
178,1005,4,100004,1,0,0,0,5,2,1,2,100,58,2000,10001,0,
179,1005,4,100004,1,0,0,0,10,3,1,3,94,45,30,10001,0,
180,1005,4,100004,1,0,0,0,15,4,1,4,100,58,4000,10001,0,
181,1005,4,100004,1,0,0,0,20,5,1,5,94,45,40,10001,0,
182,1005,4,100004,1,0,0,0,25,6,1,6,100,58,6000,10001,0,
183,1005,4,100004,1,0,0,0,30,7,1,7,94,45,50,10001,0,
184,1005,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
185,1005,4,100003,0,0,0,0,20,9,1,9,100,58,3000,10001,0,
186,1005,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
187,1005,4,100003,0,0,0,0,40,11,1,11,100,58,5000,10001,0,
188,1005,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
189,1005,4,100003,0,0,0,0,60,13,1,13,100,58,7000,10001,0,
190,1005,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
191,1005,4,100007,100,1,0,0,20,15,1,15,100,58,5000,10001,0,
192,1005,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
193,1005,4,100007,100,1,0,0,40,17,1,17,100,58,7000,10001,0,
194,1005,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
195,1005,4,100027,0,0,0,0,1000000,19,1,19,100,58,5000,10001,0,
196,1005,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
197,1005,4,100027,0,0,0,0,2000000,21,1,21,100,58,7000,10001,0,
198,1005,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
199,1005,4,200005,0,0,0,0,10,30,1,30,100,58,2000,20001,0,
200,1005,4,200005,0,0,0,0,20,31,1,31,94,45,30,20001,0,
201,1005,4,200005,0,0,0,0,30,32,1,32,100,58,4000,20001,0,
202,1005,4,200005,0,0,0,0,40,33,1,33,94,45,40,20001,0,
203,1005,4,200005,0,0,0,0,50,34,1,34,100,58,6000,20001,0,
204,1005,4,200014,0,0,0,0,500000,35,1,35,94,45,30,20001,0,
205,1005,4,200014,0,0,0,0,1000000,36,1,36,100,58,5000,20001,0,
206,1005,4,200014,0,0,0,0,2000000,37,1,37,94,45,40,20001,0,
207,1005,4,200014,0,0,0,0,3000000,38,1,38,100,58,7000,20001,0,
208,1005,4,100025,102201,3,0,0,1,39,1,39,100,58,5000,10001,0,
209,1005,4,100025,101001,3,0,0,1,40,1,40,94,45,20,10001,0,
210,1005,4,100025,101901,3,0,0,1,41,1,41,94,45,20,10001,0,
211,1005,4,100025,101601,3,0,0,1,42,1,42,100,58,5000,10001,0,
212,1005,4,100025,101101,3,0,0,1,43,1,43,94,45,20,10001,0,
213,1005,4,100025,100601,3,0,0,1,44,1,44,94,45,20,10001,0,
214,1005,4,100025,102301,3,0,0,1,45,1,45,100,58,5000,10001,0,
215,1005,6,900001,4,0,0,0,38,1,1,1,55,310105,1,0,0,
216,1006,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
217,1006,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
218,1006,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
219,1006,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
220,1006,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
221,1006,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
222,1006,4,100004,1,0,0,0,5,2,1,2,100,58,3000,10001,0,
223,1006,4,100004,1,0,0,0,10,3,1,3,94,45,30,10001,0,
224,1006,4,100004,1,0,0,0,15,4,1,4,100,58,6000,10001,0,
225,1006,4,100004,1,2,0,0,1,5,1,5,94,45,20,10001,0,
226,1006,4,100004,1,2,0,0,3,6,1,6,100,58,3000,10001,0,
227,1006,4,100004,1,2,0,0,5,7,1,7,94,45,30,10001,0,
228,1006,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
229,1006,4,100003,0,0,0,0,20,9,1,9,100,58,3000,10001,0,
230,1006,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
231,1006,4,100003,0,0,0,0,40,11,1,11,100,58,5000,10001,0,
232,1006,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
233,1006,4,100003,0,0,0,0,60,13,1,13,100,58,7000,10001,0,
234,1006,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
235,1006,4,100007,100,1,0,0,20,15,1,15,100,58,5000,10001,0,
236,1006,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
237,1006,4,100007,100,1,0,0,40,17,1,17,100,58,7000,10001,0,
238,1006,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
239,1006,4,100027,0,0,0,0,1000000,19,1,19,100,58,5000,10001,0,
240,1006,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
241,1006,4,100027,0,0,0,0,2000000,21,1,21,100,58,7000,10001,0,
242,1006,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
243,1006,4,200005,0,0,0,0,10,30,1,30,100,58,2000,20001,0,
244,1006,4,200005,0,0,0,0,20,31,1,31,94,45,30,20001,0,
245,1006,4,200005,0,0,0,0,30,32,1,32,100,58,4000,20001,0,
246,1006,4,200005,0,0,0,0,40,33,1,33,94,45,40,20001,0,
247,1006,4,200005,0,0,0,0,50,34,1,34,100,58,6000,20001,0,
248,1006,4,200014,0,0,0,0,500000,35,1,35,94,45,30,20001,0,
249,1006,4,200014,0,0,0,0,1000000,36,1,36,100,58,5000,20001,0,
250,1006,4,200014,0,0,0,0,2000000,37,1,37,94,45,40,20001,0,
251,1006,4,200014,0,0,0,0,3000000,38,1,38,100,58,7000,20001,0,
252,1006,4,100025,100301,3,0,0,1,39,1,39,100,58,5000,10001,0,
253,1006,4,100025,100601,3,0,0,1,40,1,40,94,45,20,10001,0,
254,1006,4,100025,101001,3,0,0,1,41,1,41,94,45,20,10001,0,
255,1006,4,100025,101201,3,0,0,1,42,1,42,100,58,5000,10001,0,
256,1006,4,100025,101501,3,0,0,1,43,1,43,94,45,20,10001,0,
257,1006,4,100025,101601,3,0,0,1,44,1,44,94,45,20,10001,0,
258,1006,4,100025,101901,3,0,0,1,45,1,45,100,58,5000,10001,0,
259,1006,6,900001,4,0,0,0,38,1,1,1,55,310106,1,0,0,
260,1007,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
261,1007,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
262,1007,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
263,1007,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
264,1007,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
265,1007,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
266,1007,4,100004,1,0,0,0,5,2,1,2,100,58,3000,10001,0,
267,1007,4,100004,1,0,0,0,10,3,1,3,94,45,30,10001,0,
268,1007,4,100004,1,0,0,0,15,4,1,4,100,58,6000,10001,0,
269,1007,4,100004,1,2,0,0,1,5,1,5,94,45,20,10001,0,
270,1007,4,100004,1,2,0,0,3,6,1,6,100,58,3000,10001,0,
271,1007,4,100004,1,2,0,0,5,7,1,7,94,45,30,10001,0,
272,1007,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
273,1007,4,100003,0,0,0,0,20,9,1,9,100,58,3000,10001,0,
274,1007,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
275,1007,4,100003,0,0,0,0,40,11,1,11,100,58,5000,10001,0,
276,1007,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
277,1007,4,100003,0,0,0,0,60,13,1,13,100,58,7000,10001,0,
278,1007,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
279,1007,4,100007,100,1,0,0,20,15,1,15,100,58,5000,10001,0,
280,1007,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
281,1007,4,100007,100,1,0,0,40,17,1,17,100,58,7000,10001,0,
282,1007,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
283,1007,4,100027,0,0,0,0,1000000,19,1,19,100,58,5000,10001,0,
284,1007,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
285,1007,4,100027,0,0,0,0,2000000,21,1,21,100,58,7000,10001,0,
286,1007,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
287,1007,4,200005,0,0,0,0,10,30,1,30,100,58,2000,20001,0,
288,1007,4,200005,0,0,0,0,20,31,1,31,94,45,30,20001,0,
289,1007,4,200005,0,0,0,0,30,32,1,32,100,58,4000,20001,0,
290,1007,4,200005,0,0,0,0,40,33,1,33,94,45,40,20001,0,
291,1007,4,200005,0,0,0,0,50,34,1,34,100,58,6000,20001,0,
292,1007,4,200014,0,0,0,0,500000,35,1,35,94,45,30,20001,0,
293,1007,4,200014,0,0,0,0,1000000,36,1,36,100,58,5000,20001,0,
294,1007,4,200014,0,0,0,0,2000000,37,1,37,94,45,40,20001,0,
295,1007,4,200014,0,0,0,0,3000000,38,1,38,100,58,7000,20001,0,
296,1007,4,100025,102101,3,0,0,1,39,1,39,100,58,5000,10001,0,
297,1007,4,100025,100501,3,0,0,1,40,1,40,94,45,20,10001,0,
298,1007,4,100025,101001,3,0,0,1,41,1,41,94,45,20,10001,0,
299,1007,4,100025,101501,3,0,0,1,42,1,42,100,58,5000,10001,0,
300,1007,4,100025,100301,3,0,0,1,43,1,43,94,45,20,10001,0,
301,1007,4,100025,101201,3,0,0,1,44,1,44,94,45,20,10001,0,
302,1007,4,100025,101901,3,0,0,1,45,1,45,100,58,5000,10001,0,
303,1007,6,900001,4,0,0,0,38,1,1,1,55,310107,1,0,0,
304,1008,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
305,1008,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
306,1008,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
307,1008,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
308,1008,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
309,1008,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
310,1008,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
311,1008,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
312,1008,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
313,1008,4,100004,1,2,0,0,1,5,1,5,94,45,20,10001,0,
314,1008,4,100004,1,2,0,0,3,6,1,6,100,58,6000,10001,0,
315,1008,4,100004,1,2,0,0,5,7,1,7,94,45,30,10001,0,
316,1008,4,100003,0,0,0,0,10,8,1,8,94,45,20,10001,0,
317,1008,4,100003,0,0,0,0,20,9,1,9,100,58,6000,10001,0,
318,1008,4,100003,0,0,0,0,30,10,1,10,94,45,30,10001,0,
319,1008,4,100003,0,0,0,0,40,11,1,11,100,58,8000,10001,0,
320,1008,4,100003,0,0,0,0,50,12,1,12,94,45,40,10001,0,
321,1008,4,100003,0,0,0,0,60,13,1,13,100,58,10000,10001,0,
322,1008,4,100007,100,1,0,0,10,14,1,14,94,45,30,10001,0,
323,1008,4,100007,100,1,0,0,20,15,1,15,100,58,10000,10001,0,
324,1008,4,100007,100,1,0,0,30,16,1,16,94,45,40,10001,0,
325,1008,4,100007,100,1,0,0,40,17,1,17,100,58,10000,10001,0,
326,1008,4,100027,0,0,0,0,500000,18,1,18,94,45,30,10001,0,
327,1008,4,100027,0,0,0,0,1000000,19,1,19,100,58,10000,10001,0,
328,1008,4,100027,0,0,0,0,1500000,20,1,20,94,45,40,10001,0,
329,1008,4,100027,0,0,0,0,2000000,21,1,21,100,58,10000,10001,0,
330,1008,4,200005,0,0,0,0,5,29,1,29,94,45,20,20001,0,
331,1008,4,200005,0,0,0,0,10,30,1,30,100,58,4000,20001,0,
332,1008,4,200005,0,0,0,0,15,31,1,31,94,45,30,20001,0,
333,1008,4,200005,0,0,0,0,20,32,1,32,100,58,6000,20001,0,
334,1008,4,200005,0,0,0,0,30,33,1,33,94,45,40,20001,0,
335,1008,4,200005,0,0,0,0,40,34,1,34,100,58,8000,20001,0,
336,1008,4,200014,0,0,0,0,500000,35,1,35,94,45,30,20001,0,
337,1008,4,200014,0,0,0,0,1000000,36,1,36,100,58,10000,20001,0,
338,1008,4,200014,0,0,0,0,2000000,37,1,37,94,45,40,20001,0,
339,1008,4,200014,0,0,0,0,3000000,38,1,38,100,58,10000,20001,0,
340,1008,4,100025,100601,3,0,0,1,39,1,39,100,58,8000,10001,0,
341,1008,4,100025,100701,3,0,0,1,40,1,40,94,45,20,10001,0,
342,1008,4,100025,101501,3,0,0,1,41,1,41,94,45,20,10001,0,
343,1008,4,100025,101601,3,0,0,1,42,1,42,100,58,8000,10001,0,
344,1008,4,100025,101801,3,0,0,1,43,1,43,94,45,20,10001,0,
345,1008,4,100025,102201,3,0,0,1,44,1,44,94,45,20,10001,0,
346,1008,4,100025,102301,3,0,0,1,45,1,45,100,58,8000,10001,0,
347,1008,6,900001,4,0,0,0,38,1,1,1,55,310108,1,0,0,
348,1009,1,100004,0,0,0,0,1,1,1,1,94,45,5,10001,0,
349,1009,1,100003,0,0,0,0,1,2,1,2,94,45,5,10001,0,
350,1009,1,200005,0,0,0,0,1,3,1,3,94,45,5,20001,0,
351,1009,1,600022,0,0,0,0,1,4,1,4,94,45,5,0,0,
352,1009,1,900001,1,0,0,0,4,5,1,5,94,45,10,0,0,
353,1009,4,100004,1,0,0,0,3,1,1,1,94,45,20,10001,0,
354,1009,4,100004,1,0,0,0,5,2,1,2,100,58,6000,10001,0,
355,1009,4,100004,1,0,0,0,8,3,1,3,94,45,30,10001,0,
356,1009,4,100004,1,0,0,0,12,4,1,4,100,58,9000,10001,0,
