story_id,root_id,conclusion_id
830020003,0,1
801035003,0,2
801036001,0,1
820015001,0,1
820015002,0,1
801036002,0,1
801036003,0,2
820016001,0,1
820016002,0,1
801037001,0,1
801037002,0,1
820017001,0,1
820017002,0,1
801037003,0,2
801040001,0,1
801040002,0,1
801040003,0,2
801041001,0,1
801041002,0,1
820019001,0,1
820019002,0,1
801041003,0,2
801045001,0,1
820020001,0,1
820020002,0,1
801045002,0,1
801045003,0,2
801046001,0,1
801046002,0,1
801046003,0,2
801050001,0,1
801050002,0,1
801050003,0,2
801051001,0,1
801051002,0,1
801051003,0,2
801052001,0,1
801052002,0,1
801052003,0,2
801054001,0,1
801054002,0,1
801054003,0,2
801055001,0,1
801055002,0,1
801055003,0,2
801056001,0,1
801056002,0,1
801056003,0,2
801058001,0,1
801058002,0,1
801058003,0,2
801059001,0,1
801059002,0,1
801059003,0,2
801060001,0,1
801060002,0,1
801060003,0,2
801061001,0,1
801061002,0,1
801061003,0,2
809001001,0,1
809001002,0,1
809001004,0,1
809001005,0,1
809001006,0,1
809001007,0,1
809001008,0,1
809004001,0,1
809004002,0,1
809004004,0,1
809004005,0,1
809004006,0,1
809004007,0,1
809004008,0,1
830021001,0,1
820008001,0,1
820008002,0,1
820018001,0,1
820018002,0,1
830008001,0,1
830008002,0,1
830008003,0,1
830018001,0,1
830018002,0,1
820021001,0,1
830018003,0,1
400000037,0,4
400000038,0,4
400000039,0,4
400000043,1,4
400000043,2,4
400000043,3,3
400000044,1,4
400000044,2,4
400000044,3,3
801044003,0,2
801044001,0,1
801044002,0,1
820023001,0,1
820023002,0,1
830025001,0,1
830025002,0,1
830025003,0,1
830024001,0,1
830024002,0,1
830024003,0,1
801065003,0,2
801065001,0,1
801065002,0,1
820024001,0,1
820024002,0,1
801066003,0,2
801066001,0,1
801066002,0,1
830026001,0,1
830026002,0,1
830026003,0,1
400001023,0,5
400001029,0,5
809001009,0,5
801063003,0,2
801063001,0,1
801063002,0,1
820025001,0,1
820025002,0,1
801064003,0,2
801064001,0,1
801064002,0,1
830027001,0,1
830027002,0,1
830027003,0,1
801062003,0,2
801062001,0,1
801062002,0,1
830030001,0,1
830030002,0,1
830030003,0,1
801067003,0,2
801067001,0,1
801067002,0,1
830029001,0,1
830029002,0,1
830029003,0,1
801068003,0,2
801068001,0,1
801068002,0,1
830028001,0,1
830028002,0,1
830028003,0,1
820026001,0,1
820026002,0,1
820027001,0,1
820027002,0,1
830031001,0,1
830031002,0,1
830031003,0,1
801072003,0,2
801072001,0,1
801072002,0,1
830032001,0,1
830032002,0,1
830032003,0,1
801047003,0,2
801047001,0,1
801047002,0,1
820028001,0,1
820028002,0,1
830033001,0,1
830033002,0,1
830033003,0,1
801069003,0,2
801069001,0,1
801069002,0,1
830038001,0,1
830038002,0,1
830038003,0,1
801042003,0,2
801042001,0,1
801042002,0,1
820029001,0,1
820029002,0,1
830058001,0,1
830058002,0,1
830058003,0,1
801039003,0,2
801039001,0,1
801039002,0,1
830039001,0,1
830039002,0,1
830039003,0,1
801028003,0,2
801028001,0,1
801028002,0,1
830040001,0,1
830040002,0,1
830040003,0,1
830041001,0,1
830041002,0,1
830041003,0,1
801043003,0,2
801043001,0,1
801043002,0,1
820031001,0,1
820031002,0,1
801053003,0,2
801053001,0,1
801053002,0,1
830042001,0,1
830042002,0,1
830042003,0,1
830059001,0,1
830059002,0,1
830059003,0,1
830055001,0,1
830055002,0,1
830055003,0,1
830056001,0,1
830056002,0,1
830056003,0,1
830057001,0,1
830057002,0,1
830057003,0,1
830060001,0,1
830060002,0,1
830060003,0,1
830048001,0,1
830048002,0,1
830048003,0,1
801071003,0,2
801071001,0,1
801071002,0,1
820034001,0,1
820034002,0,1
801016003,0,2
801016001,0,1
801016002,0,1
830044001,0,1
830044002,0,1
830044003,0,1
830045001,0,1
830045002,0,1
830045003,0,1
830046001,0,1
830046002,0,1
830046003,0,1
830047001,0,1
830047002,0,1
830047003,0,1
830061001,0,1
830061002,0,1
830061003,0,1
801048003,0,2
801048001,0,1
801048002,0,1
820035001,0,1
820035002,0,1
830054001,0,1
830054002,0,1
830054003,0,1
830062001,0,1
830062002,0,1
830062003,0,1
809006001,0,1
809006002,0,1
809006004,0,1
809006005,0,1
809006006,0,1
809006007,0,1
809006008,0,1
830036001,0,1
830034001,0,1
830034002,0,1
830034003,0,1
830063001,0,1
830063002,0,1
830063003,0,1
820037001,0,1
820037002,0,1
830064001,0,1
830064002,0,1
830064003,0,1
830065001,0,1
830065002,0,1
830065003,0,1
830066001,0,1
830066002,0,1
830066003,0,1
801049003,0,2
801049001,0,1
801049002,0,1
830043001,0,1
830043002,0,1
830043003,0,1
830043004,0,1
801070003,0,2
801070001,0,1
801070002,0,1
820038001,0,1
820038002,0,1
801038003,0,2
801038001,0,1
801038002,0,1
830068001,0,1
830068002,0,1
830068003,0,1
830069001,0,1
830069002,0,1
830069003,0,1
830070001,0,1
830070002,0,1
830070003,0,1
830071001,0,1
830071002,0,1
830071003,0,1
820039001,0,1
820039002,0,1
830072001,0,1
830072002,0,1
830072003,0,1
830073001,0,1
830073002,0,1
830073003,0,1
830074001,0,1
830074002,0,1
830074003,0,1
830075001,0,1
830075002,0,1
830075003,0,1
801034003,0,2
801034001,0,1
801034002,0,1
820032001,0,1
820032002,0,1
830076001,0,1
830076002,0,1
830076003,0,1
801033003,0,2
801033001,0,1
801033002,0,1
830077001,0,1
830077002,0,1
830077003,0,1
830078001,0,1
830078002,0,1
830078003,0,1
830079001,0,1
830079002,0,1
830079003,0,1
809005001,0,1
809005002,0,1
809005004,0,1
809005005,0,1
809005006,0,1
830080001,0,1
820022001,0,1
820022002,0,1
830082001,0,1
830082002,0,1
830082003,0,1
830083001,0,1
830083002,0,1
830083003,0,1
830084001,0,1
830084002,0,1
830084003,0,1
830085001,0,1
830085002,0,1
830085003,0,1
820030001,0,1
820030002,0,1
801077003,0,2
801077001,0,1
801077002,0,1
830086001,0,1
830086002,0,1
830086003,0,1
820040001,0,1
820040002,0,1
820041001,0,1
820041002,0,1
820042001,0,1
820042002,0,1
801074003,0,2
801074001,0,1
801074002,0,1
830087001,0,1
830087002,0,1
830087003,0,1
820043001,0,1
820043002,0,1
830088001,0,1
830088002,0,1
830088003,0,1
400004200,0,1
400004201,0,1
400004202,0,1
400004203,0,1
400004204,0,1
400004205,0,1
400004206,0,1
400004207,0,1
400004208,0,1
400004209,0,1
400004210,0,1
400004211,0,1
400004212,0,1
400004213,0,1
400004214,0,1
400004215,0,1
400004216,0,1
400004217,0,1
400004218,0,1
400004219,0,1
400004220,0,1
400004221,0,1
400004222,0,1
400004223,0,1
400004224,0,1
400004225,0,1
400004226,0,1
400004227,0,1
400004228,0,1
400004229,0,1
400004230,0,1
400004231,0,1
400004232,0,1
400004233,0,1
400004234,0,1
400004235,0,1
400004236,0,1
400004237,0,1
400004238,0,1
400004239,0,1
400004240,0,1
400004241,0,1
400004242,0,1
400004243,0,1
400004244,0,1
400004245,0,1
400004246,0,1
400004247,0,1
400004248,0,1
400004249,0,1
400004250,0,1
400004251,0,1
400004252,0,1
400004253,0,1
400004254,0,1
400004255,0,1
400004256,0,1
400004257,0,1
400004258,0,1
400004259,0,1
400004260,0,1
400004261,0,1
400004262,0,1
400004263,0,1
400004264,0,1
400004265,0,1
400004266,0,1
400004267,0,1
400004268,0,1
400004269,0,1
400004270,0,1
400004271,0,1
400004272,0,1
400004273,0,1
400004274,0,1
400004275,0,1
400004276,0,1
400004277,0,1
400004278,0,1
400004279,0,1
400004280,0,1
400004281,0,1
400004282,0,1
400004283,0,1
400004284,0,1
400004285,0,1
400004286,0,1
400004287,0,1
400004288,0,1
400004289,0,1
400004290,0,1
400004291,0,1
400004292,0,1
400004293,0,1
400004294,0,1
400004295,0,1
400004296,0,1
400004297,0,1
400004298,0,1
400004299,0,1
400004300,0,1
400004301,0,1
400004302,0,1
400004303,0,1
400004304,0,1
400004305,0,1
400004306,0,1
400004307,0,1
400004308,0,1
400004309,0,1
400004310,0,1
400004311,0,1
400004312,0,1
400004313,0,1
400004314,0,1
400004315,0,1
400004316,0,1
400004317,0,1
400004318,0,1
400004319,0,1
400004320,0,1
400004321,0,1
400004322,0,1
400004323,0,1
400004324,0,1
400004325,0,1
400004326,0,1
400004327,0,1
400004328,0,1
400004329,0,1
400004330,0,1
400004331,0,1
400004332,0,1
400004333,0,1
400004334,0,1
400004335,0,1
400004336,0,1
400004337,0,1
400004338,0,1
400004339,0,1
400004340,0,1
400004341,0,1
400004342,0,1
400004343,0,1
400004344,0,1
400004345,0,1
400004346,0,1
400004347,0,1
400004348,0,1
400004349,0,1
400004350,0,1
400004351,0,1
400004352,0,1
400004353,0,1
400004354,0,1
820044001,0,1
820044002,0,1
830089001,0,1
830089002,0,1
830089003,0,1
830081001,0,1
830081002,0,1
830081003,0,1
830081004,0,1
830081005,0,1
830081006,0,1
830081007,0,1
830081008,0,1
830081009,0,1
830081010,0,1
830081020,0,1
830090001,0,1
830090002,0,1
830090003,0,1
830091001,0,1
830091002,0,1
830091003,0,1
830092001,0,1
830092002,0,1
830092003,0,1
820045001,0,1
820045002,0,1
830093001,0,1
830093002,0,1
830093003,0,1
820046001,0,1
820046002,0,1
830094001,0,1
830094002,0,1
830094003,0,1
830095001,0,1
830095002,0,1
830095003,0,1
830096001,0,1
830096002,0,1
830096003,0,1
801057003,0,2
801057001,0,1
801057002,0,1
830097001,0,1
830097002,0,1
830097003,0,1
820047001,0,1
820047002,0,1
830098001,0,1
830098002,0,1
830098003,0,1
830099001,0,1
830099002,0,1
830099003,0,1
830100001,0,1
830100002,0,1
830100003,0,1
820048001,0,1
820048002,0,1
830053001,0,1
830053002,0,1
830053003,0,1
830102001,0,1
830102002,0,1
830102003,0,1
830103001,0,1
830103002,0,1
830103003,0,1
830104001,0,1
830104002,0,1
830104003,0,1
820049001,0,1
820049002,0,1
830106001,0,1
830106002,0,1
830106003,0,1
830067001,0,1
830067002,0,1
830067003,0,1
830067004,0,1
830067005,0,1
830067006,0,1
830067007,0,1
830067020,0,1
830067021,0,1
801073003,0,2
801073001,0,1
801073002,0,1
820033001,0,1
820033002,0,1
830105001,0,1
830105002,0,1
830105003,0,1
830107001,0,1
830107002,0,1
830107003,0,1
830108001,0,1
830108002,0,1
830108003,0,1
830108004,0,1
830109001,0,1
830109002,0,1
830109003,0,1
830110001,0,1
830110002,0,1
830110003,0,1
820050001,0,1
820050002,0,1
830121001,0,1
830121002,0,1
830121003,0,1
830101001,0,1
830101002,0,1
830101003,0,1
809008001,0,1
809008002,0,1
809008004,0,1
809008005,0,1
809008006,0,1
809008007,0,1
809008008,0,1
830052001,0,1
830111001,0,1
830111002,0,1
830111003,0,1
830112001,0,1
830112002,0,1
830112003,0,1
830113001,0,1
830113002,0,1
830113003,0,1
801085003,0,2
801085001,0,1
801085002,0,1
830114001,0,1
830114002,0,1
830114003,0,1
801093003,0,2
801093001,0,1
801093002,0,1
820051001,0,1
820051002,0,1
830115001,0,1
830115002,0,1
830115003,0,1
830116001,0,1
830116002,0,1
830116003,0,1
830117001,0,1
830117002,0,1
830117003,0,1
801084003,0,2
801084001,0,1
801084002,0,1
830145001,0,1
830145002,0,1
830145003,0,1
801083003,0,2
801083001,0,1
801083002,0,1
830118001,0,1
830118002,0,1
830118003,0,1
820052001,0,1
820052002,0,1
830119001,0,1
830119002,0,1
830119003,0,1
830120001,0,1
830120002,0,1
830120003,0,1
830146001,0,1
830146002,0,1
830146003,0,1
830122001,0,1
830122002,0,1
830122003,0,1
820053001,0,1
820053002,0,1
400001043,1,5
400001043,2,5
400001043,3,4
830123001,0,1
830123002,0,1
830123003,0,1
830124001,0,1
830124002,0,1
830124003,0,1
801076001,0,1
801076002,0,1
801076003,0,2
830125001,0,1
830125002,0,1
830125003,0,1
801078001,0,1
801078002,0,1
801078003,0,2
830126001,0,1
830126002,0,1
830126003,0,1
820054001,0,1
820054002,0,1
830127001,0,1
830127002,0,1
830127003,0,1
830128001,0,1
830128002,0,1
830128003,0,1
830129001,0,1
830129002,0,1
830129003,0,1
830130001,0,1
830130002,0,1
830130003,0,1
801087001,0,1
801087002,0,1
801087003,0,2
820055001,0,1
820055002,0,1
830131001,0,1
830131002,0,1
830131003,0,1
830132001,0,1
830132002,0,1
830132003,0,1
830133001,0,1
830133002,0,1
830133003,0,1
801086001,0,1
801086002,0,1
801086003,0,2
830134001,0,1
830134002,0,1
830134003,0,1
801094001,0,1
801094002,0,1
801094003,0,2
820056001,0,1
820056002,0,1
820057001,0,1
820057002,0,1
820058001,0,1
820058002,0,1
820059001,0,1
820059002,0,1
801104001,0,1
801104002,0,1
801104003,0,2
830135001,0,1
830135002,0,1
830135003,0,1
830136001,0,1
830136002,0,1
830136003,0,1
809040001,0,1
809040002,0,1
809041001,0,1
809041002,0,1
809042001,0,1
809042002,0,1
830137001,0,1
830137002,0,1
830137003,0,1
830137004,0,1
830137005,0,1
830137006,0,1
830137007,0,1
830137020,0,1
830137021,0,1
820060001,0,1
820060002,0,1
830138001,0,1
830138002,0,1
830138003,0,1
830139001,0,1
830139002,0,1
830139003,0,1
830140001,0,1
830140002,0,1
830140003,0,1
830037001,0,1
830037002,0,1
830037003,0,1
820061001,0,1
820061002,0,1
830141001,0,1
830141002,0,1
830141003,0,1
830142001,0,1
830142002,0,1
830142003,0,1
830143001,0,1
830143002,0,1
830143003,0,1
830147001,0,1
830147002,0,1
830147003,0,1
820062001,0,1
820062002,0,1
830148001,0,1
830148002,0,1
830148003,0,1
830149001,0,1
830149002,0,1
830149003,0,1
830150001,0,1
830150002,0,1
830150003,0,1
830152001,0,1
830152002,0,1
830152003,0,1
820063001,0,1
820063002,0,1
830151001,0,1
830151002,0,1
830151003,0,1
801098001,0,1
801098002,0,1
801098003,0,2
820064001,0,1
820064002,0,1
830153001,0,1
830153002,0,1
830153003,0,1
830154001,0,1
830154002,0,1
830154003,0,1
830155001,0,1
830155002,0,1
830155003,0,1
801100001,0,1
801100002,0,1
801100003,0,2
830156001,0,1
830156002,0,1
830156003,0,1
820065001,0,1
820065002,0,1
830157001,0,1
830157002,0,1
830157003,0,1
830158001,0,1
830158002,0,1
830158003,0,1
830159001,0,1
830159002,0,1
830159003,0,1
801000003,0,2
809043001,0,1
809043002,0,1
809043004,0,1
809043005,0,1
809043006,0,1
809043007,0,1
809043008,0,1
830160001,0,1
830161001,0,1
830161002,0,1
830161003,0,1
830162001,0,1
830162002,0,1
830162003,0,1
400006315,0,4
400006316,0,4
400006314,0,4
400006317,1,4
400006317,2,4
400006317,3,3
400006318,1,4
400006318,2,4
400006318,3,3
830163001,0,1
830163002,0,1
830163003,0,1
820066001,0,1
820066002,0,1
830164001,0,1
830164002,0,1
830164003,0,1
820067001,0,1
820067002,0,1
830165001,0,1
830165002,0,1
830165003,0,1
801107001,0,1
801107002,0,1
830166001,0,1
830166002,0,1
830166003,0,1
830167001,0,1
830167002,0,1
830167003,0,1
830168001,0,1
830168002,0,1
830168003,0,1
820068001,0,1
820068002,0,1
830169001,0,1
830169002,0,1
830169003,0,1
830170001,0,1
830170002,0,1
830170003,0,1
830171001,0,1
830171002,0,1
830171003,0,1
830172001,0,1
830172002,0,1
830172003,0,1
820069001,0,1
820069002,0,1
801102001,0,1
801102002,0,1
830173001,0,1
830173002,0,1
830173003,0,1
801090001,0,1
801090002,0,1
820070001,0,1
820070002,0,1
830174001,0,1
830174002,0,1
830174003,0,1
830175001,0,1
830175002,0,1
830175003,0,1
830176001,0,1
830176002,0,1
830176003,0,1
801091001,0,1
801091002,0,1
830177001,0,1
830177002,0,1
830177003,0,1
801103001,0,1
801103002,0,1
820071001,0,1
820071002,0,1
801108001,0,1
801108002,0,1
830178001,0,1
830178002,0,1
830178003,0,1
830179001,0,1
830179002,0,1
830179003,0,1
830180001,0,1
830180002,0,1
830180003,0,1
830180004,0,1
830180005,0,1
830180006,0,1
830180007,0,1
830180020,0,1
830180021,0,1
830181001,0,1
830181002,0,1
830181003,0,1
801099001,0,1
801099002,0,1
830182001,0,1
830182002,0,1
830182003,0,1
820072001,0,1
820072002,0,1
830189001,0,1
830189002,0,1
830189003,0,1
830183001,0,1
830183002,0,1
830183003,0,1
830184001,0,1
830184002,0,1
830184003,0,1
801082001,0,1
801082002,0,1
830185001,0,1
830185002,0,1
830185003,0,1
830190001,0,1
830190002,0,1
830190003,0,1
820073001,0,1
820073002,0,1
820074001,0,1
820074002,0,1
801116001,0,1
801116002,0,1
830186001,0,1
830186002,0,1
830186003,0,1
801115001,0,1
801115002,0,1
830187001,0,1
830187002,0,1
830187003,0,1
809044001,0,1
809044002,0,1
809044004,0,1
809044005,0,1
809044006,0,1
809044007,0,1
809044008,0,1
830188001,0,1
830191001,0,1
830191002,0,1
830191003,0,1
801089001,0,1
801089002,0,1
830193001,0,1
830193002,0,1
830193003,0,1
820075001,0,1
820075002,0,1
801109001,0,1
801109002,0,1
830194001,0,1
830194002,0,1
830194003,0,1
830213001,0,1
830213002,0,1
830213003,0,1
830195001,0,1
830195002,0,1
830195003,0,1
830196001,0,1
830196002,0,1
830196003,0,1
830197001,0,1
830197002,0,1
830197003,0,1
801105001,0,1
801105002,0,1
830198001,0,1
830198002,0,1
830198003,0,1
820076001,0,1
820076002,0,1
830192001,0,1
830192002,0,1
830192003,0,1
801106001,0,1
801106002,0,1
830199001,0,1
830199002,0,1
830199003,0,1
830201001,0,1
830201002,0,1
830201003,0,1
801096001,0,1
801096002,0,1
830200001,0,1
830200002,0,1
830200003,0,1
830202001,0,1
830202002,0,1
830202003,0,1
801092001,0,1
801092002,0,1
820077001,0,1
820077002,0,1
830203001,0,1
830203002,0,1
830203003,0,1
830206001,0,1
830206002,0,1
830206003,0,1
830204001,0,1
830204002,0,1
830204003,0,1
830205001,0,1
830205002,0,1
830205003,0,1
830208001,0,1
830208002,0,1
830208003,0,1
809002001,0,1
809002002,0,1
809002004,0,1
809002005,0,1
809002006,0,1
809002007,0,1
809002008,0,1
830207001,0,1
830209001,0,1
830209002,0,1
830209003,0,1
820078001,0,1
820078002,0,1
830210001,0,1
830210002,0,1
830210003,0,1
830211001,0,1
830211002,0,1
830211003,0,1
830212001,0,1
830212002,0,1
830212003,0,1
830214001,0,1
830214002,0,1
830214003,0,1
820036001,0,1
820036002,0,1
801097001,0,1
801097002,0,1
830215001,0,1
830215002,0,1
830215003,0,1
820079001,0,1
820079002,0,1
801114001,0,1
801114002,0,1
830216001,0,1
830216002,0,1
830216003,0,1
830221001,0,1
830221002,0,1
830221003,0,1
830218001,0,1
830218002,0,1
830218003,0,1
830219001,0,1
830219002,0,1
830219003,0,1
830220001,0,1
830220002,0,1
830220003,0,1
820080001,0,1
820080002,0,1
801081001,0,1
801081002,0,1
830222001,0,1
830222002,0,1
830222003,0,1
801110001,0,1
801110002,0,1
830217001,0,1
830217002,0,1
830217003,0,1
830223001,0,1
830223002,0,1
830223003,0,1
830224001,0,1
830224002,0,1
830224003,0,1
830225001,0,1
830225002,0,1
830225003,0,1
830226001,0,1
830226002,0,1
830226003,0,1
830227001,0,1
830227002,0,1
830227003,0,1
400009103,0,2
400009104,0,2
820081001,0,1
820081002,0,1
830228001,0,1
830228002,0,1
830228003,0,1
830229001,0,1
830229002,0,1
830229003,0,1
830230001,0,1
830230002,0,1
830230003,0,1
830231001,0,1
830231002,0,1
830231003,0,1
801124001,0,1
801124002,0,1
820082001,0,1
820082002,0,1
801128001,0,1
801128002,0,1
830232001,0,1
830232002,0,1
830232003,0,1
830233001,0,1
830233002,0,1
830233003,0,1
830234001,0,1
830234002,0,1
830234003,0,1
830235001,0,1
830235002,0,1
830235003,0,1
830236001,0,1
830236002,0,1
830236003,0,1
820083001,0,1
820083002,0,1
830237001,0,1
830237002,0,1
830237003,0,1
830238001,0,1
830238002,0,1
830238003,0,1
830239001,0,1
830239002,0,1
830239003,0,1
830240001,0,1
830240002,0,1
830240003,0,1
801129001,0,1
801129002,0,1
830242001,0,1
830242002,0,1
830242003,0,1
801131001,0,1
801131002,0,1
830243001,0,1
830243002,0,1
830243003,0,1
801130001,0,1
801130002,0,1
820084001,0,1
820084002,0,1
820085001,0,1
820085002,0,1
809046001,0,1
809046002,0,1
809047001,0,1
809047002,0,1
809048001,0,1
809048002,0,1
830241001,0,1
830241002,0,1
830241003,0,1
830241004,0,1
830241005,0,1
830241006,0,1
830241007,0,1
830241020,0,1
830241021,0,1
830244001,0,1
820086001,0,1
820086002,0,1
830245001,0,1
830245002,0,1
830245003,0,1
801119001,0,1
801119002,0,1
830246001,0,1
830246002,0,1
830246003,0,1
830247001,0,1
830247002,0,1
830247003,0,1
801112001,0,1
801112002,0,1
820087001,0,1
820087002,0,1
801075001,0,1
801075002,0,1
830248001,0,1
830248002,0,1
830248003,0,1
801080001,0,1
801080002,0,1
830249001,0,1
830249002,0,1
830249003,0,1
830250001,0,1
830250002,0,1
830250003,0,1
830251001,0,1
830251002,0,1
830251003,0,1
830260001,0,1
830260002,0,1
830260003,0,1
830252001,0,1
830252002,0,1
830252003,0,1
801134001,0,1
801134002,0,1
820088001,0,1
820088002,0,1
830253001,0,1
830253002,0,1
830253003,0,1
830254001,0,1
830254002,0,1
830254003,0,1
801111001,0,1
801111002,0,1
830255001,0,1
830255002,0,1
830255003,0,1
830256001,0,1
830256002,0,1
830256003,0,1
809049001,0,1
809049011,0,1
809049012,0,1
809049013,0,1
809049014,0,1
809049015,0,1
809049031,0,1
809049003,0,1
809049004,0,1
400011106,0,2
820089001,0,1
820089002,0,1
830258001,0,1
400011112,1,4
400011112,2,4
400011112,3,3
400011113,1,4
400011113,2,4
400011113,3,3
801113001,0,1
801113002,0,1
830259001,0,1
830259002,0,1
830259003,0,1
801117001,0,1
801117002,0,1
830261001,0,1
830261002,0,1
830261003,0,1
830262001,0,1
830262002,0,1
830262003,0,1
830263001,0,1
830263002,0,1
830263003,0,1
801135001,0,1
801135002,0,1
830264001,0,1
830264002,0,1
830264003,0,1
801118001,0,1
801118002,0,1
830265001,0,1
830265002,0,1
830265003,0,1
801133001,0,1
801133002,0,1
830266001,0,1
830266002,0,1
830266003,0,1
801120001,0,1
801120002,0,1
830267001,0,1
830267002,0,1
830267003,0,1
801121001,0,1
801121002,0,1
830268001,0,1
830268002,0,1
830268003,0,1
830269001,0,1
830269002,0,1
830269003,0,1
820090001,0,1
820090002,0,1
830270001,0,1
830271001,0,1
830272001,0,1
830272002,0,1
830272003,0,1
830273001,0,1
830273002,0,1
830273003,0,1
830274001,0,1
830274002,0,1
830274003,0,1
801126001,0,1
801126002,0,1
820091001,0,1
820091002,0,1
830275001,0,1
830275002,0,1
830275003,0,1
809050001,0,1
809050011,0,1
809050012,0,1
809050013,0,1
809050014,0,1
809050015,0,1
809050031,0,1
809050003,0,1
809050004,0,1
830277001,0,1
830277002,0,1
830277003,0,1
820092001,0,1
820092002,0,1
830278001,0,1
830278002,0,1
830278003,0,1
801127001,0,1
801127002,0,1
830279001,0,1
830279002,0,1
830279003,0,1
830280001,0,1
830280002,0,1
830280003,0,1
830281001,0,1
830281002,0,1
830281003,0,1
820093001,0,1
820093002,0,1
830282001,0,1
830282002,0,1
830282003,0,1
830283001,0,1
830283002,0,1
830283003,0,1
830284001,0,1
830284002,0,1
830284003,0,1
830285001,0,1
830285002,0,1
830285003,0,1
820094001,0,1
820094002,0,1
830286001,0,1
830287001,0,1
830287002,0,1
830287003,0,1
830288001,0,1
830288002,0,1
830288003,0,1
801136001,0,1
801136002,0,1
820095001,0,1
820095002,0,1
820096001,0,1
820096002,0,1
801138001,0,1
801138002,0,1
830289001,0,1
830289002,0,1
830289003,0,1
801143001,0,1
801143002,0,1
830291001,0,1
830291002,0,1
830291003,0,1
801139001,0,1
801139011,0,1
801139012,0,1
801139013,0,1
801139014,0,1
801139015,0,1
801139031,0,1
801139002,0,1
801139003,0,1
801139004,0,1
820097001,0,1
820097002,0,1
801140001,0,1
801140002,0,1
830292001,0,1
830292002,0,1
830292003,0,1
830293001,0,1
830293002,0,1
830293003,0,1
830294001,0,1
830294002,0,1
830294003,0,1
830295001,0,1
830295002,0,1
830295003,0,1
830296001,0,1
830296002,0,1
830296003,0,1
820098001,0,1
820098002,0,1
830297001,0,1
830297002,0,1
830297003,0,1
830298001,0,1
830298002,0,1
830298003,0,1
830299001,0,1
830299002,0,1
830299003,0,1
830300001,0,1
820099001,0,1
820099002,0,1
830301001,0,1
830301002,0,1
830301003,0,1
830302001,0,1
830302002,0,1
830302003,0,1
830303001,0,1
830303002,0,1
830303003,0,1
830304001,0,1
830304002,0,1
830304003,0,1
809001101,0,1
809001111,0,1
809001112,0,1
809001113,0,1
809001114,0,1
809001115,0,1
809001104,0,1
