id,part_id,episode_index,prev_episode_index,next_episode_index,lock_reference_episode_id,story_number,display_type,story_type_1,story_id_1,story_type_2,story_id_2,story_type_3,story_id_3,story_type_4,story_id_4,story_type_5,story_id_5,lock_type_1,lock_value_1_1,lock_value_1_2,lock_type_2,lock_value_2_1,lock_value_2_2,lock_type_3,lock_value_3_1,lock_value_3_2,add_reward_category_1,add_reward_id_1,add_reward_num_1,add_reward_category_2,add_reward_id_2,add_reward_num_2,is_custom_load
205,2,5,4,6,0,4,0,1,20002041,3,20002042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
206,2,6,5,7,0,5,0,1,20002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
207,2,7,6,8,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
208,2,8,7,9,0,6,0,1,20002061,3,20002062,1,20002063,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
209,2,9,8,10,0,7,0,1,20002071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
210,2,10,9,11,0,8,0,1,20002081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
211,2,11,10,12,0,9,0,1,20002091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
212,2,12,11,13,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
213,2,13,12,14,0,10,0,1,20002101,3,20002102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
214,2,14,13,15,0,11,0,1,20002111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
215,2,15,14,16,0,12,0,1,20002121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
216,2,16,15,17,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
217,2,17,16,0,0,13,0,1,20002131,2,3,1,20002133,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30023,1,0,0,0,0
218,3,1,0,2,0,1,0,1,20003011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
219,3,2,1,3,0,2,0,1,20003021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
220,3,3,2,4,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
221,3,4,3,5,0,3,0,1,20003031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
222,3,5,4,6,0,4,0,1,20003041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
223,3,6,5,7,0,5,0,1,20003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
224,3,7,6,8,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
225,3,8,7,9,0,6,0,1,20003061,3,20003062,1,20003063,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
226,3,9,8,10,0,7,0,1,20003071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
227,3,10,9,11,0,8,0,1,20003081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
228,3,11,10,12,0,9,0,1,20003091,3,20003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
229,3,12,11,13,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
230,3,13,12,14,0,10,0,1,20003101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
231,3,14,13,15,0,11,0,1,20003111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
232,3,15,14,16,0,12,0,1,20003121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
233,3,16,15,17,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
234,3,17,16,0,0,13,0,1,20003131,3,20003132,1,20003133,2,4,1,20003134,0,0,0,0,0,0,0,0,0,51,30033,1,0,0,0,0
401,4,1,0,2,0,1,0,3,20004011,1,20004012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
402,4,2,1,3,0,2,0,1,20004021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
403,4,3,2,4,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
404,4,4,3,5,0,3,0,1,20004031,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
405,4,5,4,6,0,4,0,1,20004041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
406,4,6,5,7,0,5,0,1,20004051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
407,4,7,6,8,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
408,4,8,7,9,0,6,0,1,20004061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
409,4,9,8,10,0,7,0,1,20004071,3,20004072,1,20004073,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
410,4,10,9,11,0,8,0,1,20004081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
411,4,11,10,12,0,9,0,1,20004091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
412,4,12,11,13,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
413,4,13,12,14,0,10,0,1,20004101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
414,4,14,13,15,0,11,0,1,20004111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
415,4,15,14,16,0,12,0,1,20004121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
416,4,16,15,17,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
417,4,17,16,0,0,13,0,1,20004131,3,20004132,1,20004133,2,7,1,20004134,0,0,0,0,0,0,0,0,0,51,30044,1,0,0,0,0
501,5,1,0,2,0,1,0,3,20005011,1,20005012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
502,5,2,1,3,0,2,0,1,20005021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
503,5,3,2,4,0,3,0,1,20005031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
504,5,4,3,5,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
505,5,5,4,6,0,4,0,1,20005041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
506,5,6,5,7,0,5,0,1,20005051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
507,5,7,6,8,0,6,0,1,20005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
508,5,8,7,9,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
509,5,9,8,10,0,7,0,1,20005071,3,20005072,1,20005073,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
510,5,10,9,11,0,8,0,1,20005081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
511,5,11,10,12,0,9,0,1,20005091,3,20005092,1,20005093,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
512,5,12,11,13,0,10,0,1,20005101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
513,5,13,12,14,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
514,5,14,13,15,0,11,0,3,20005111,1,20005112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
515,5,15,14,16,0,12,0,1,20005121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
516,5,16,15,17,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
517,5,17,16,0,0,13,0,1,20005131,3,20005132,1,20005133,2,9,1,20005134,0,0,0,0,0,0,0,0,0,51,30076,1,0,0,0,0
601,6,1,0,2,0,1,0,1,20006011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
602,6,2,1,3,0,2,0,1,20006021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
603,6,3,2,4,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
604,6,4,3,5,0,3,0,1,20006031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
605,6,5,4,6,0,4,0,1,20006041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
606,6,6,5,7,0,5,0,1,20006051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
607,6,7,6,8,0,6,0,1,20006061,3,20006062,1,20006063,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
608,6,8,7,9,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
609,6,9,8,10,0,7,0,1,20006071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
610,6,10,9,11,0,8,0,1,20006081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
611,6,11,10,12,0,9,0,1,20006091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
612,6,12,11,13,0,10,0,1,20006101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
613,6,13,12,14,0,0,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
614,6,14,13,15,0,11,0,1,20006111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
615,6,15,14,16,0,12,0,1,20006121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
616,6,16,15,17,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
617,6,17,16,0,0,13,0,1,20006131,3,20006132,1,20006133,2,12,1,20006134,0,0,0,0,0,0,0,0,0,51,30081,1,0,0,0,0
701,7,1,0,2,0,14,0,1,20006141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
702,7,2,1,3,0,15,0,1,20006151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
703,7,3,2,4,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
704,7,4,3,5,0,16,0,1,20006161,3,20006162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
705,7,5,4,6,0,17,0,1,20006171,3,20006172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
706,7,6,5,7,0,18,0,1,20006181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
707,7,7,6,8,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
708,7,8,7,9,0,19,0,1,20006191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
709,7,9,8,10,0,20,0,1,20006201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
710,7,10,9,11,0,21,0,1,20006211,3,20006212,1,20006213,2,13,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
711,7,11,10,12,0,22,0,1,20006221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
712,7,12,11,14,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
713,7,13,12,14,0,23,1,1,20006231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100103,1,0,0,0,0
714,7,14,12,15,0,24,0,1,20006232,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,30105,1,0,0,0,0
715,7,15,14,0,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,150,0,0,0,0
2101,21,1,0,2,0,1,0,5,2001,1,20201012,3,20201013,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2102,21,2,1,3,0,2,0,1,20201021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2103,21,3,2,4,0,3,0,1,20201031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2104,21,4,3,5,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2105,21,5,4,6,0,4,0,1,20201041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2106,21,6,5,7,0,5,0,1,20201051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2107,21,7,6,8,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2108,21,8,7,9,0,6,0,1,20201061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2109,21,9,8,10,0,7,0,1,20201071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2110,21,10,9,11,0,8,0,1,20201081,3,20201082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2111,21,11,10,12,0,9,0,1,20201091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2112,21,12,11,13,0,10,0,1,20201101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2113,21,13,12,14,0,11,0,1,20201111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2114,21,14,13,15,0,12,0,1,20201121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2115,21,15,14,16,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2116,21,16,15,17,0,13,0,1,20201131,3,20201132,1,20201133,2,21,0,0,0,0,0,0,0,0,0,0,0,90,43,30,51,30194,1,0
2117,21,17,16,0,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,150,0,0,0,0
2201,22,1,0,2,2116,1,0,1,20202011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2202,22,2,1,3,0,2,0,1,20202021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2203,22,3,2,4,0,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2204,22,4,3,5,0,3,0,1,20202031,3,20202032,1,20202033,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2205,22,5,4,6,0,4,0,1,20202041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2206,22,6,5,7,0,5,0,1,20202051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2207,22,7,6,8,0,6,0,1,20202061,3,20202062,1,20202063,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2208,22,8,7,9,0,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2209,22,9,8,10,0,7,0,1,20202071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2210,22,10,9,11,0,8,0,1,20202081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2211,22,11,10,12,0,9,0,1,20202091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2212,22,12,11,13,0,10,0,1,20202101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2213,22,13,12,14,0,11,0,1,20202111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2214,22,14,13,15,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2215,22,15,14,16,0,12,0,1,20202121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2216,22,16,15,17,0,13,0,1,20202131,3,20202132,1,20202133,2,23,0,0,0,0,0,0,0,0,0,0,0,90,43,30,51,30217,1,0
2217,22,17,16,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,150,0,0,0,0
2301,23,1,0,2,2216,1,0,1,20203011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2302,23,2,1,3,0,2,0,1,20203021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2303,23,3,2,4,0,3,0,1,20203031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2304,23,4,3,5,0,4,0,1,20203041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2305,23,5,4,6,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2306,23,6,5,7,0,5,0,1,20203051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2307,23,7,6,8,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2308,23,8,7,9,0,6,0,1,20203061,3,20203062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2309,23,9,8,10,0,7,0,1,20203071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2310,23,10,9,11,0,8,0,1,20203081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2311,23,11,10,12,0,9,0,1,20203091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2312,23,12,11,13,0,10,0,1,20203101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2313,23,13,12,14,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2314,23,14,13,15,0,11,0,1,20203111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,0
2315,23,15,14,16,0,12,0,1,20203121,3,20203122,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2316,23,16,15,17,0,13,0,1,20203131,3,20203132,3,20203133,5,2,0,0,0,0,0,0,0,0,0,0,0,90,43,60,51,30259,1,1
2317,23,17,16,0,0,0,0,4,40,0,0,0,0,0,0,0,0,4,2117,0,4,2217,0,0,0,0,90,43,150,50,110902,1,0
