id,turn_set_id,turn,year,month,half,period,unique_command,training_set_id,outing_set_id,top_cloth_id,top_bg_id,bgm_cue_name,bgm_cuesheet_name,bgm_unique_cue_name,bgm_unique_cuesheet_name,rest_type,health_room_type,race_entry_type,story_cloth_id,story_bg_id,story_bg_sub_id
101,2,23,1,12,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
102,2,24,1,12,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
103,2,25,2,1,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
104,2,26,2,1,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
105,2,27,2,2,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
106,2,28,2,2,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
107,2,29,2,3,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
108,2,30,2,3,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
109,2,31,2,4,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
110,2,32,2,4,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
111,2,33,2,5,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
112,2,34,2,5,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
113,2,35,2,6,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
114,2,36,2,6,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,1,1,1,0,9,120
115,2,37,2,7,1,2,0,2,2,4,13,snd_bgm_GM123_single,snd_bgm_GM123,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
116,2,38,2,7,2,2,0,2,2,4,13,snd_bgm_GM123_single,snd_bgm_GM123,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
117,2,39,2,8,1,2,0,2,2,4,13,snd_bgm_GM123_single,snd_bgm_GM123,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
118,2,40,2,8,2,2,0,2,2,4,13,snd_bgm_GM123_single,snd_bgm_GM123,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
119,2,41,2,9,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
120,2,42,2,9,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
121,2,43,2,10,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
122,2,44,2,10,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
123,2,45,2,11,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
124,2,46,2,11,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
125,2,47,2,12,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
126,2,48,2,12,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
127,2,49,3,1,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
128,2,50,3,1,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
129,2,51,3,2,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
130,2,52,3,2,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
131,2,53,3,3,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
132,2,54,3,3,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
133,2,55,3,4,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
134,2,56,3,4,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
135,2,57,3,5,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
136,2,58,3,5,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
137,2,59,3,6,1,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
138,2,60,3,6,2,0,0,1,1,0,0,snd_bgm_GM124_single,snd_bgm_GM124,,,1,1,1,0,9,120
139,2,61,3,7,1,2,0,2,2,4,13,snd_bgm_GM124_single,snd_bgm_GM124,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
140,2,62,3,7,2,2,0,2,2,4,13,snd_bgm_GM124_single,snd_bgm_GM124,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
141,2,63,3,8,1,2,0,2,2,4,13,snd_bgm_GM124_single,snd_bgm_GM124,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
142,2,64,3,8,2,2,0,2,2,4,13,snd_bgm_GM124_single,snd_bgm_GM124,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
143,2,65,3,9,1,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
144,2,66,3,9,2,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
145,2,67,3,10,1,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
146,2,68,3,10,2,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
147,2,69,3,11,1,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
148,2,70,3,11,2,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
149,2,71,3,12,1,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
150,2,72,3,12,2,0,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
151,2,73,4,1,1,3,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,0,0,9,120
152,2,74,4,1,2,3,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
153,2,75,4,1,2,3,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,0,0,9,120
154,2,76,4,1,2,3,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
155,2,77,4,1,2,3,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,0,0,9,120
156,2,78,4,1,2,3,0,1,1,0,0,snd_bgm_GM125_single,snd_bgm_GM125,,,1,1,1,0,9,120
3001,3,1,1,4,1,1,0,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3002,3,2,1,4,1,1,0,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3003,3,3,1,4,2,1,0,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3004,3,4,1,4,2,1,0,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3005,3,5,1,5,1,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3006,3,6,1,5,1,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3007,3,7,1,5,2,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3008,3,8,1,5,2,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,6,9,120
3009,3,9,1,6,1,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,3,9,120
3010,3,10,1,6,1,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,3,9,120
3011,3,11,1,6,2,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,0,3,9,120
3012,3,12,1,6,2,1,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3013,3,13,1,7,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3014,3,14,1,7,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3015,3,15,1,8,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3016,3,16,1,8,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3017,3,17,1,9,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3018,3,18,1,9,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3019,3,19,1,10,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3020,3,20,1,10,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3021,3,21,1,11,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3022,3,22,1,11,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3023,3,23,1,12,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3024,3,24,1,12,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3025,3,25,2,1,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3026,3,26,2,1,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3027,3,27,2,2,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3028,3,28,2,2,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3029,3,29,2,3,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3030,3,30,2,3,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3031,3,31,2,4,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3032,3,32,2,4,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3033,3,33,2,5,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3034,3,34,2,5,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3035,3,35,2,6,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3036,3,36,2,6,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3037,3,37,2,7,1,2,1,2,2,4,13,snd_bgm_GM220_single,snd_bgm_GM220,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
3038,3,38,2,7,2,2,1,2,2,4,13,snd_bgm_GM220_single,snd_bgm_GM220,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
3039,3,39,2,8,1,2,1,2,2,4,13,snd_bgm_GM220_single,snd_bgm_GM220,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
3040,3,40,2,8,2,2,1,2,2,4,13,snd_bgm_GM220_single,snd_bgm_GM220,snd_bgm_DM018A_sys,snd_bgm_DM018,0,0,1,4,42,2121
3041,3,41,2,9,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3042,3,42,2,9,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,3,9,120
3043,3,43,2,10,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3044,3,44,2,10,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3045,3,45,2,11,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3046,3,46,2,11,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3047,3,47,2,12,1,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3048,3,48,2,12,2,0,1,1,1,0,0,snd_bgm_GM220_single,snd_bgm_GM220,,,1,1,1,6,9,120
3049,3,49,3,1,1,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
3050,3,50,3,1,2,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
3051,3,51,3,2,1,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
3052,3,52,3,2,2,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
3053,3,53,3,3,1,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
3054,3,54,3,3,2,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
3055,3,55,3,4,1,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
3056,3,56,3,4,2,0,1,1,1,0,0,snd_bgm_GM221_single,snd_bgm_GM221,,,1,1,1,6,9,120
