id,condition_type,have_mini,general_purpose,costume_type,chara_id,use_gender,body_shape,body_type,body_type_sub,body_setting,use_race,use_live,use_live_theater,use_home,use_dress_change,is_wet,is_dirt,head_sub_id,use_season,dress_color_main,dress_color_sub,color_num,disp_order,tail_model_id,tail_model_sub_id,mini_mayu_shader_type,start_time,end_time
19,5,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,201,-1,-1,-1,1614135600,2524661999
20,5,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,201,-1,-1,-1,1614135600,2524661999
21,5,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,201,-1,-1,-1,1614135600,2524661999
22,5,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,201,-1,-1,-1,1614135600,2524661999
23,5,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,201,-1,-1,-1,1614135600,2524661999
24,5,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,201,-1,-1,-1,1614135600,2524661999
25,5,1,0,0,0,0,0,9,0,2,0,1,1,0,0,1,1,0,0,FFFFFF,FFFFFF,4,4,-1,0,-1,1661310000,2524661999
26,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
27,5,0,0,0,0,0,0,7,3,0,1,1,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
28,5,0,0,0,0,0,0,7,4,0,1,1,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
29,5,0,0,0,0,0,0,7,5,0,1,1,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
30,5,0,0,0,0,0,0,9,1,2,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,4,4,-1,0,-1,1614135600,2524661999
31,5,0,0,0,0,0,0,11,0,0,0,1,1,0,0,1,1,0,0,FFFFFF,FFFFFF,0,4,-1,0,-1,1692846000,2524661999
32,5,0,0,0,0,0,0,11,1,0,0,1,1,0,0,1,1,0,0,FFFFFF,FFFFFF,0,4,-1,0,-1,1692846000,2524661999
33,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,80,0,FFFFFF,FFFFFF,0,4,-1,0,-1,1614135600,2524661999
34,5,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
35,5,0,0,0,0,0,0,13,1,4,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
37,5,0,0,0,0,0,0,13,3,4,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
38,5,0,0,0,0,0,0,13,4,4,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
39,5,0,0,0,0,0,0,13,5,4,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
40,5,0,0,0,0,0,0,13,6,4,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
42,5,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
47,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,1,80,0,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
48,5,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
49,5,1,1,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,1,FFFFFF,FFFFFF,0,190,-1,0,-1,1614135600,2524661999
50,5,1,0,0,0,0,0,15,0,2,0,1,1,0,0,1,1,0,0,FFFFFF,FFFFFF,2,4,-1,0,-1,1724749200,2524661999
51,5,1,0,0,0,0,0,17,0,0,0,1,1,0,0,1,1,0,0,FFFFFF,FFFFFF,0,4,-1,0,-1,1756285200,2524661999
52,5,1,0,0,0,0,0,17,1,0,0,1,1,0,0,1,1,0,0,FFFFFF,FFFFFF,0,4,-1,0,-1,1756285200,2524661999
53,5,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,5E3FC5,AB8FFF,0,1,-1,0,-1,1614135600,2524661999
54,5,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,5E3FC5,AB8FFF,0,2,-1,0,-1,1614135600,2524661999
55,5,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,FFFFFF,FFFFFF,0,4,-1,0,-1,1614135600,2524661999
56,5,1,0,0,0,0,0,19,0,0,0,1,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,4,-1,0,-1,1614135600,2524661999
101,4,1,1,0,0,0,0,5,0,0,1,1,1,1,1,1,1,0,0,D23441,F4BD38,0,150,-1,0,-1,1614135600,2524661999
102,2,1,1,0,0,0,0,50,0,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,101,-1,0,-1,1614135600,2524661999
103,2,1,1,0,0,0,0,50,1,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,102,-1,0,-1,1614135600,2524661999
104,2,1,1,0,0,0,0,51,0,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,103,-1,0,-1,1614135600,2524661999
105,2,1,1,0,0,0,0,51,1,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,104,-1,0,-1,1614135600,2524661999
106,2,1,1,0,0,0,0,52,0,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,105,-1,0,-1,1614135600,2524661999
107,2,1,1,0,0,0,0,52,1,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,106,-1,0,-1,1614135600,2524661999
108,2,1,1,0,0,0,0,53,0,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,107,-1,0,-1,1614135600,2524661999
109,2,1,1,0,0,0,0,53,1,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,108,-1,0,-1,1614135600,2524661999
110,2,1,1,0,0,0,0,54,0,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,109,-1,0,-1,1614135600,2524661999
111,2,1,1,0,0,0,0,54,1,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,110,-1,0,-1,1614135600,2524661999
112,2,1,1,0,0,0,0,55,0,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,111,-1,0,-1,1614135600,2524661999
113,2,1,1,0,0,0,0,55,1,0,1,1,1,1,0,1,1,0,0,D23441,F4BD38,0,112,-1,0,-1,1614135600,2524661999
100101,3,1,1,1,1001,0,0,100,0,0,1,1,1,1,1,1,1,0,0,EE6DCB,FFDEF9,0,151,-1,0,-1,1614135600,2524661999
100102,3,1,0,0,1001,0,0,101,2,0,1,1,1,1,1,1,1,2,0,EE6DCB,FFDEF9,0,153,-1,0,-1,1614135600,2524661999
100130,3,1,0,0,1001,0,0,170,30,0,1,1,1,1,1,1,1,30,0,EE6DCB,FFDEF9,0,152,-1,0,-1,1614135600,2524661999
100201,3,1,1,1,1002,0,0,100,0,0,1,1,1,1,1,1,1,0,0,29BD70,FFCE48,0,151,-1,0,-1,1614135600,2524661999
100230,3,1,0,0,1002,0,0,170,30,0,1,1,1,1,1,1,1,30,0,29BD70,FFCE48,0,152,1002,30,-1,1614135600,2524661999
100301,3,1,1,1,1003,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3376D2,FF99D0,0,151,-1,0,-1,1614135600,2524661999
100302,3,1,0,0,1003,0,0,101,2,0,1,1,1,1,1,1,1,2,0,3376D2,FF99D0,0,152,-1,0,-1,1614135600,2524661999
100343,3,1,0,0,1003,0,0,100,43,0,1,1,1,1,1,1,1,43,0,3376D2,FF99D0,0,153,-1,0,-1,1698634800,2524661999
100401,3,1,1,1,1004,0,0,100,0,0,1,1,1,1,1,1,1,0,0,EA504A,FFCD00,0,151,-1,0,-1,1614135600,2524661999
100410,3,1,0,0,1004,0,0,100,10,0,1,1,1,1,1,1,1,10,0,EA504A,FFCD00,0,153,-1,0,-1,1736478000,2524661999
100430,3,1,0,0,1004,0,0,170,30,0,1,1,1,1,1,1,1,30,0,EA504A,FFCD00,0,152,-1,0,-1,1614135600,2524661999
100501,3,1,1,1,1005,0,0,100,0,0,1,1,1,1,1,1,1,0,0,444745,33B839,0,151,-1,0,-1,1614135600,2524661999
100520,3,1,0,0,1005,0,0,100,20,0,1,1,1,1,1,1,1,20,0,444745,33B839,0,152,-1,0,-1,1614135600,2524661999
100550,3,1,0,0,1005,0,0,100,50,0,1,1,1,1,1,1,1,50,0,444745,33B839,0,153,-1,0,-1,1777518000,2524661999
100601,3,1,1,1,1006,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3A7AD2,ECE7E7,0,151,-1,0,-1,1614135600,2524661999
100602,3,1,0,0,1006,0,0,100,2,0,1,1,1,1,1,1,1,2,0,3A7AD2,ECE7E7,0,153,-1,0,-1,1765422000,2524661999
100646,3,1,0,0,1006,0,0,200,46,0,1,1,1,1,1,1,1,46,0,3A7AD2,ECE7E7,0,152,-1,0,-1,1614135600,2524661999
100701,3,1,1,1,1007,0,0,100,0,0,1,1,1,1,1,1,1,0,0,DA3C57,E9DA36,0,151,-1,0,-1,1614135600,2524661999
100702,3,1,0,0,1007,0,0,101,2,0,1,1,1,1,1,1,1,2,0,DA3C57,E9DA36,0,153,-1,0,-1,1614135600,2524661999
100704,5,0,0,0,1007,0,0,100,4,0,0,0,0,0,0,1,1,4,0,DA3C57,E9DA36,0,154,-1,0,-1,1614135600,2524661999
100730,3,1,0,0,1007,0,0,100,30,0,1,1,1,1,1,1,1,30,0,DA3C57,E9DA36,0,152,-1,0,-1,1614135600,2524661999
100801,3,1,1,1,1008,0,0,100,0,0,1,1,1,1,1,1,1,0,0,D4C200,3DD1D7,0,151,-1,0,-1,1614135600,2524661999
100846,3,1,0,0,1008,0,0,200,46,0,1,1,1,1,1,1,1,46,0,D4C200,3DD1D7,0,152,-1,0,-1,1614135600,2524661999
100901,3,1,1,1,1009,0,0,100,0,0,1,1,1,1,1,1,1,0,0,4F64D8,E73472,0,151,-1,0,-1,1614135600,2524661999
100946,3,1,0,0,1009,0,0,100,46,0,1,1,1,1,1,1,1,46,0,4F64D8,E73472,0,152,-1,0,-1,1614135600,2524661999
101001,3,1,1,1,1010,0,0,100,0,0,1,1,1,1,1,1,1,0,0,73C032,FFAC42,0,151,-1,0,-1,1614135600,2524661999
101013,3,1,0,0,1010,0,0,100,13,0,1,1,1,1,1,1,1,13,0,73C032,FFAC42,0,153,-1,0,3,1769742000,2524661999
101023,3,1,0,0,1010,0,0,150,23,0,1,1,1,1,1,1,1,23,0,73C032,FFAC42,0,152,-1,0,-1,1614135600,2524661999
101101,3,1,1,1,1011,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3A34AC,E3493F,0,151,-1,0,-1,1614135600,2524661999
101102,3,1,0,0,1011,0,0,100,2,0,1,1,1,1,1,1,1,2,0,3A34AC,E3493F,0,153,-1,0,-1,1734577200,2524661999
101116,3,1,0,0,1011,0,0,130,16,0,1,1,1,1,1,1,1,16,0,3A34AC,E3493F,0,152,-1,0,-1,1614135600,2524661999
101201,3,1,1,1,1012,0,0,100,1,0,1,1,1,1,1,1,1,1,0,2185D0,E6453A,0,151,-1,0,-1,1614135600,2524661999
101226,3,1,0,0,1012,0,0,100,26,0,1,1,1,1,1,1,1,26,0,2185D0,E6453A,0,152,-1,0,-1,1614135600,2524661999
101301,3,1,1,1,1013,0,0,100,0,0,1,1,1,1,1,1,1,0,0,00B5BE,DFC8E7,0,151,-1,0,-1,1614135600,2524661999
101302,3,1,0,0,1013,0,0,101,2,0,1,1,1,1,1,1,1,2,0,00B5BE,DFC8E7,0,152,-1,0,-1,1614135600,2524661999
101330,3,1,0,0,1013,0,0,170,30,0,1,1,1,1,1,1,1,30,0,00B5BE,DFC8E7,0,153,1013,30,-1,1614135600,2524661999
101401,3,1,1,1,1014,0,0,100,0,0,1,1,1,1,1,1,1,0,0,DD4E31,EFDB28,0,151,-1,0,-1,1614135600,2524661999
101416,3,1,0,0,1014,0,0,130,16,0,1,1,1,1,1,1,1,16,0,DD4E31,EFDB28,0,152,-1,0,-1,1614135600,2524661999
101501,3,1,1,1,1015,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F271C4,FBE415,0,151,-1,0,-1,1614135600,2524661999
101510,3,1,0,0,1015,0,0,100,10,0,1,1,1,1,1,1,1,10,0,F271C4,FBE415,0,152,-1,0,-1,1614135600,2524661999
101601,3,1,1,1,1016,0,0,100,0,0,1,1,1,1,1,1,1,0,0,75358C,D638A3,0,151,-1,0,-1,1614135600,2524661999
101602,3,1,0,0,1016,0,0,101,2,0,1,1,1,1,1,1,1,2,0,75358C,D638A3,0,152,-1,0,-1,1614135600,2524661999
101701,3,1,1,1,1017,0,0,100,0,0,1,1,1,1,1,1,1,0,0,1C7763,C6314B,0,151,-1,0,-1,1614135600,2524661999
101743,3,1,0,0,1017,0,0,100,43,0,1,1,1,1,1,1,1,43,0,1C7763,C6314B,0,152,-1,0,-1,1614135600,2524661999
101801,3,1,1,1,1018,0,0,100,0,0,1,1,1,1,1,1,1,0,0,0092CB,FAE053,0,151,-1,0,-1,1614135600,2524661999
101826,3,1,0,0,1018,0,0,160,26,0,1,1,1,1,1,1,1,26,0,0092CB,FAE053,0,152,-1,0,-1,1614135600,2524661999
101901,3,1,1,1,1019,0,0,100,1,0,1,1,1,1,1,1,1,1,0,F37F96,F9F189,0,151,-1,0,-1,1614135600,2524661999
101940,3,1,0,0,1019,0,0,100,40,0,1,1,1,1,1,1,1,40,0,F37F96,F9F189,0,152,-1,0,-1,1614135600,2524661999
102001,3,1,1,1,1020,0,0,100,0,0,1,1,1,1,1,1,1,0,0,65D283,F4DA40,0,151,-1,0,-1,1614135600,2524661999
102020,3,1,0,0,1020,0,0,100,20,0,1,1,1,1,1,1,1,20,0,65D283,F4DA40,0,152,-1,0,-1,1614135600,2524661999
102101,3,1,1,1,1021,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3290D6,C6DAE7,0,151,-1,0,-1,1614135600,2524661999
102143,3,1,0,0,1021,0,0,100,43,0,1,1,1,1,1,1,1,43,0,3290D6,C6DAE7,0,152,-1,0,-1,1614135600,2524661999
102201,3,1,1,1,1022,0,0,100,0,0,1,1,1,1,1,1,1,0,0,20A95C,EE5340,0,151,-1,0,-1,1614135600,2524661999
102202,3,0,0,0,1022,0,0,100,2,0,1,1,1,1,1,1,1,2,0,20A95C,EE5340,0,153,-1,0,-1,2524661999,2524661999
102226,3,1,0,0,1022,0,0,100,26,0,1,1,1,1,1,1,1,26,0,20A95C,EE5340,0,152,-1,0,-1,1614135600,2524661999
102301,3,1,1,1,1023,0,0,100,0,0,1,1,1,1,1,1,1,0,0,B03D81,E776B6,0,151,-1,0,-1,1614135600,2524661999
102302,3,1,0,0,1023,0,0,100,2,0,1,1,1,1,1,1,1,2,0,B03D81,E776B6,0,153,-1,0,-1,1730170800,2524661999
102346,3,1,0,0,1023,0,0,100,46,0,1,1,1,1,1,1,1,46,0,B03D81,E776B6,0,152,-1,0,-1,1614135600,2524661999
102401,3,1,1,1,1024,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F57D38,FFC845,0,151,-1,0,-1,1614135600,2524661999
102426,3,1,0,0,1024,0,0,160,26,0,1,1,1,1,1,1,1,26,0,F57D38,FFC845,0,152,-1,0,-1,1614135600,2524661999
102440,3,1,0,0,1024,0,0,100,40,0,1,1,1,1,1,1,1,40,0,F57D38,FFC845,0,153,-1,0,-1,1727665200,2524661999
102501,3,1,1,1,1025,0,0,100,0,0,1,1,1,1,1,1,1,0,0,494541,E8DD4C,0,151,-1,0,-1,1614135600,2524661999
102513,3,1,0,0,1025,0,0,100,13,0,1,1,1,1,1,1,1,13,0,494541,E8DD4C,0,151,-1,0,-1,1706670000,2524661999
102526,3,1,0,0,1025,0,0,100,26,0,1,1,1,1,1,1,1,26,0,494541,E8DD4C,0,153,-1,0,3,1780023600,2524661999
102601,3,1,1,1,1026,0,0,100,0,0,1,1,1,1,1,1,1,0,0,EE60A1,F0ED41,0,151,1026,0,-1,1614135600,2524661999
102613,3,1,0,0,1026,0,0,100,13,0,1,1,1,1,1,1,1,13,0,EE60A1,F0ED41,0,152,-1,0,-1,1614135600,2524661999
102701,3,1,1,1,1027,0,0,100,0,0,1,1,1,1,1,1,1,0,0,14BAAE,7C4D3A,0,151,-1,0,-1,1614135600,2524661999
102713,3,1,0,0,1027,0,0,100,13,0,1,1,1,1,1,1,1,13,0,14BAAE,7C4D3A,0,152,-1,0,-1,1614135600,2524661999
102801,3,1,1,1,1028,0,0,100,1,0,1,1,1,1,1,1,1,1,0,208BCD,FA6F8B,0,151,-1,0,-1,1614135600,2524661999
102840,3,1,0,0,1028,0,0,100,40,0,1,1,1,1,1,1,1,40,0,208BCD,FA6F8B,0,152,-1,0,-1,1759114800,2524661999
102901,3,1,1,1,1029,0,0,100,1,0,1,1,1,1,1,1,1,1,0,AF7E51,C8D8EB,0,151,-1,0,-1,1614135600,2524661999
102913,3,1,0,0,1029,0,0,100,13,0,1,1,1,1,1,1,1,13,0,AF7E51,C8D8EB,0,151,-1,0,-1,1706670000,2524661999
103001,3,1,1,1,1030,0,0,100,0,0,1,1,1,1,1,1,1,0,0,384A86,CA3E6D,0,151,-1,0,-1,1614135600,2524661999
103002,3,1,0,0,1030,0,0,100,2,0,1,1,1,1,1,1,1,2,0,384A86,CA3E6D,0,153,-1,0,-1,1720494000,2524661999
103040,3,1,0,0,1030,0,0,170,40,0,1,1,1,1,1,1,1,40,0,384A86,CA3E6D,0,152,-1,0,-1,1614135600,2524661999
103101,3,1,1,1,1031,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F078C5,54AE1B,0,151,-1,0,-1,1614135600,2524661999
103102,3,1,0,0,1031,0,0,100,2,0,1,1,1,1,1,1,1,2,0,F078C5,54AE1B,0,153,-1,0,-1,1752202800,2524661999
103113,3,1,0,0,1031,0,0,100,13,0,1,1,1,1,1,1,1,13,0,F078C5,54AE1B,0,152,-1,0,0,1614135600,2524661999
103201,3,1,1,1,1032,0,0,100,0,0,1,1,1,1,1,1,1,0,0,35B2B6,E2E868,0,151,-1,0,-1,1614135600,2524661999
103202,3,1,0,0,1032,0,0,100,2,0,1,1,1,1,1,1,1,2,0,35B2B6,E2E868,0,153,-1,0,-1,1715310000,2524661999
103230,3,1,0,0,1032,0,0,170,30,0,1,1,1,1,1,1,1,30,0,35B2B6,E2E868,0,152,-1,0,-1,1614135600,2524661999
103301,3,1,1,1,1033,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3865A1,78D5E1,0,151,-1,0,-1,1614135600,2524661999
103346,3,1,0,0,1033,0,0,100,46,0,1,1,1,1,1,1,1,46,0,3865A1,78D5E1,0,152,-1,0,-1,1732762800,2524661999
103401,3,1,1,1,1034,0,0,100,0,0,1,1,1,1,1,1,1,0,0,AE419E,EC86D0,0,151,-1,0,-1,1614135600,2524661999
103443,3,1,0,0,1034,0,0,100,43,0,1,1,1,1,1,1,1,43,0,AE419E,EC86D0,0,152,-1,0,-1,1614135600,2524661999
103501,3,1,1,1,1035,0,0,100,0,0,1,1,1,1,1,1,1,0,0,DD3D5B,EDE233,0,151,-1,0,-1,1614135600,2524661999
103502,3,1,0,0,1035,0,0,100,2,0,1,1,1,1,1,1,1,2,0,DD3D5B,EDE233,0,153,-1,0,-1,1712631600,2524661999
103516,3,1,0,0,1035,0,0,100,16,0,1,1,1,1,1,1,1,16,0,DD3D5B,EDE233,0,152,-1,0,-1,1614135600,2524661999
103601,3,1,1,1,1036,0,0,100,0,0,1,1,1,1,1,1,1,0,0,2459B4,E1E000,0,151,-1,0,-1,1614135600,2524661999
103640,3,1,0,0,1036,0,0,100,40,0,1,1,1,1,1,1,1,40,0,2459B4,E1E000,0,152,-1,0,-1,1614135600,2524661999
103701,3,1,1,1,1037,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3D3B3A,E33067,0,151,-1,0,-1,1614135600,2524661999
103713,3,1,0,0,1037,0,0,100,13,0,1,1,1,1,1,1,1,13,0,3D3B3A,E33067,0,152,-1,0,-1,1614135600,2524661999
103730,3,1,0,0,1037,0,0,100,30,0,1,1,1,1,1,1,1,30,0,3D3B3A,E33067,0,153,-1,0,-1,1722222000,2524661999
103801,3,1,1,1,1038,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F86669,47423E,0,151,-1,0,-1,1614135600,2524661999
103826,3,1,0,0,1038,0,0,100,26,0,1,1,1,1,1,1,1,26,0,F86669,47423E,0,152,-1,0,-1,1614135600,2524661999
103901,3,1,1,1,1039,0,0,100,0,0,1,1,1,1,1,1,1,0,0,E146A7,00C7B1,0,151,-1,0,-1,1614135600,2524661999
103943,3,1,0,0,1039,0,0,100,43,0,1,1,1,1,1,1,1,43,0,E146A7,00C7B1,0,152,-1,0,-1,1698634800,2524661999
104001,3,1,1,1,1040,0,0,100,0,0,1,1,1,1,1,1,1,0,0,245099,E63C5C,0,151,-1,0,-1,1614135600,2524661999
104002,3,1,0,0,1040,0,0,100,2,0,1,1,1,1,1,1,1,2,0,245099,E63C5C,0,153,-1,0,-1,1750993200,2524661999
104043,3,1,0,0,1040,0,0,100,43,0,1,1,1,1,1,1,1,43,0,245099,E63C5C,0,152,-1,0,-1,1614135600,2524661999
104101,3,1,1,1,1041,0,0,100,0,0,1,1,1,1,1,1,1,0,0,EE6FAB,F2D4D7,0,151,-1,0,-1,1614135600,2524661999
104120,3,1,0,0,1041,0,0,100,20,0,1,1,1,1,1,1,1,20,0,EE6FAB,F2D4D7,0,153,-1,0,-1,1774839600,2524661999
104150,3,1,0,0,1041,0,0,100,50,0,1,1,1,1,1,1,1,50,0,EE6FAB,F2D4D7,0,152,-1,0,-1,1614135600,2524661999
104201,3,1,1,1,1042,0,0,100,0,0,1,1,1,1,1,1,1,0,0,B02D40,1690D4,0,151,-1,0,-1,1614135600,2524661999
104240,3,1,0,0,1042,0,0,100,40,0,1,1,1,1,1,1,1,40,0,B02D40,1690D4,0,152,-1,0,3,1727665200,2524661999
104301,3,1,1,1,1043,0,0,100,0,0,1,1,1,1,1,1,1,0,0,63666A,6F2678,0,151,-1,0,-1,1614135600,2524661999
104401,3,1,1,1,1044,0,0,100,0,0,1,1,1,1,1,1,1,0,0,926DDA,BC204B,0,151,-1,0,-1,1614135600,2524661999
104426,3,1,0,0,1044,0,0,100,26,0,1,1,1,1,1,1,1,26,0,926DDA,BC204B,0,152,-1,0,0,1717038000,2524661999
104501,3,1,1,1,1045,0,0,100,0,0,1,1,1,1,1,1,1,0,0,5693DA,C8C9C7,0,151,-1,0,-1,1614135600,2524661999
104540,3,1,0,0,1045,0,0,170,40,0,1,1,1,1,1,1,1,40,0,5693DA,C8C9C7,0,152,-1,0,-1,1614135600,2524661999
104550,3,1,0,0,1045,0,0,100,50,0,1,1,1,1,1,1,1,50,0,5693DA,C8C9C7,0,153,-1,0,-1,1714446000,2524661999
104601,3,1,1,1,1046,0,0,100,1,0,1,1,1,1,1,1,1,1,0,F8587B,403A35,0,151,-1,0,-1,1614135600,2524661999
104602,3,1,0,0,1046,0,0,100,2,0,1,1,1,1,1,1,1,2,0,F8587B,403A35,0,152,-1,0,-1,1614135600,2524661999
104650,3,1,0,0,1046,0,0,100,50,0,1,1,1,1,1,1,1,50,0,F8587B,403A35,0,153,-1,0,-1,1745982000,2524661999
104701,3,1,1,1,1047,0,0,100,1,0,1,1,1,1,1,1,1,1,0,5F9B26,F3EA5D,0,151,-1,0,-1,1614135600,2524661999
104723,3,1,0,0,1047,0,0,100,23,0,1,1,1,1,1,1,1,23,0,5F9B26,F3EA5D,0,152,-1,0,-1,1724986800,2524661999
104801,3,1,1,1,1048,0,0,100,0,0,1,1,1,1,1,1,1,0,0,25B8AE,1C57B9,0,151,-1,0,-1,1614135600,2524661999
104823,3,1,0,0,1048,0,0,100,23,0,1,1,1,1,1,1,1,23,0,25B8AE,1C57B9,0,152,-1,0,-1,1614135600,2524661999
104840,3,1,0,0,1048,0,0,100,40,0,1,1,1,1,1,1,1,40,0,25B8AE,1C57B9,0,153,-1,0,-1,1760065200,2524661999
104901,3,1,1,1,1049,0,0,100,0,0,1,1,1,1,1,1,1,0,0,C0453F,236192,0,151,-1,0,-1,1614135600,2524661999
